gene_id,SRR10229809,SRR10229810,SRR10229811,SRR10229812,SRR10229813,SRR10229814,SRR10229815,SRR10229816
gene_14035,117,32,151,23,780,119,39,666
gene_14036,40,20,23,28,308,40,17,192
gene_14037,358,123,230,95,2010,308,144,1415
gene_14038,448,197,336,144,2503,334,143,1463
gene_14039,707,302,584,270,4271,529,218,2700
gene_14040,131,27,67,29,428,104,53,279
gene_14041,152,56,128,26,813,163,52,547
gene_14042,168,116,87,45,1083,119,42,631
gene_14043,112,52,87,50,1101,102,55,689
gene_14044,841,309,603,231,4833,723,302,2757
gene_14045,302,100,113,45,1129,174,53,538
gene_14046,143,72,307,160,547,154,104,346
gene_14047,418,161,384,154,2410,369,117,1506
gene_14048,9,2,8,2,33,7,3,9
gene_14049,365,182,365,118,2695,320,103,1787
gene_14050,253,88,115,75,1792,174,62,934
gene_14051,34,17,22,13,200,38,14,89
gene_14052,1444,606,958,341,8294,1033,410,4968
gene_14053,234,114,126,89,1128,181,111,792
gene_14054,544,218,404,196,3834,524,217,2331
gene_14055,222,89,162,55,1554,186,55,796
gene_14057,35,0,19,0,102,20,5,71
gene_14058,138,30,85,26,581,75,19,363
gene_14059,800,402,550,187,4118,680,354,2464
gene_14060,336,174,280,123,2741,404,195,1459
gene_14061,6521,2886,4518,1869,71733,5884,2531,40861
gene_14062,906,401,668,233,7830,678,260,4702
gene_14063,93,38,41,21,258,65,32,148
gene_14064,25,0,17,0,130,14,10,52
gene_14065,17,11,6,0,7,0,0,7
gene_14066,149,52,50,26,975,129,73,460
gene_14067,5151,2002,3801,1617,39038,3423,1394,22340
gene_14068,20,7,41,18,119,19,9,102
gene_14069,867,403,476,216,6104,737,333,3301
gene_14070,187,56,126,46,873,122,61,520
gene_14074,434,121,178,85,1685,334,153,909
gene_14076,358,108,205,65,1831,270,105,862
gene_14077,37,16,15,21,348,59,31,155
gene_14079,24,12,18,15,154,28,14,116
gene_14080,29,3,18,11,152,7,10,74
gene_14083,16,10,65,26,173,31,28,245
gene_14088,444,167,231,75,2610,317,141,1557
gene_14089,1841,779,1255,500,9421,1596,685,5771
gene_14090,2222,925,1992,824,11586,1657,710,8072
gene_14091,199,89,123,35,884,157,55,617
gene_14093,802,351,687,304,6503,780,287,3934
gene_14094,829,383,443,187,3522,563,282,2293
gene_14097,4,4,1,0,14,4,3,5
gene_14098,269,113,201,53,1694,248,75,1136
gene_14099,186,105,150,80,1279,186,62,804
gene_14100,75,35,21,33,295,71,27,199
gene_14101,36,19,32,20,231,22,12,123
gene_14102,44,22,51,18,307,62,29,156
gene_14103,752,308,453,176,3727,551,202,1788
gene_14104,495,139,307,164,2364,277,122,1312
gene_14105,25035,11203,16205,7303,132913,18951,8531,102050
gene_14106,1297,577,658,270,13244,1009,520,8260
gene_14107,840,304,539,144,3933,654,221,2567
gene_14108,5928,2623,5334,2421,42942,4570,2025,28165
gene_14109,164,82,51,24,352,99,36,272
gene_14110,412,107,269,104,2118,312,113,1119
gene_14111,621,231,294,116,2234,474,181,1236
gene_14112,13,0,5,0,59,10,0,41
gene_14113,62,10,31,26,208,52,6,126
gene_14114,5,0,0,2,23,0,0,6
gene_14115,124,32,122,48,816,80,20,443
gene_14116,132,76,60,34,663,100,61,462
gene_14117,92,13,99,19,624,42,27,453
gene_14119,14,8,9,5,77,7,0,87
gene_14121,196,34,45,17,306,130,45,169
gene_14122,18,15,26,4,235,29,6,146
gene_14123,197,80,106,36,1114,129,64,530
gene_14124,189,72,131,71,1732,159,44,1174
gene_14125,43,39,151,48,1512,38,23,670
gene_14128,3,0,6,0,34,11,5,35
gene_14129,212,92,440,168,1103,159,79,570
gene_14130,167,52,66,26,392,102,35,425
gene_14131,7,0,0,0,28,9,3,22
gene_14133,19,5,0,0,31,7,6,16
gene_14135,994,462,641,295,3013,580,262,2729
gene_14136,4026,1504,1832,739,11361,3162,1095,6739
gene_14137,9,0,4,0,24,7,8,23
gene_14138,6,4,4,4,12,0,0,11
gene_14139,3,0,4,0,27,8,0,9
gene_14141,160,57,86,53,502,130,53,314
gene_14142,23,11,13,0,34,19,7,16
gene_14143,16,0,21,0,26,5,5,45
gene_14145,143,61,245,73,1535,173,57,1054
gene_14146,369,110,342,141,2136,309,126,1418
gene_14147,2282,1020,1046,499,8648,1688,704,5157
gene_14148,86,38,30,52,301,77,26,177
gene_14149,51,35,62,26,518,63,17,341
gene_14150,14,2,2,2,96,2,6,59
gene_14151,651,272,516,133,4452,615,208,2823
gene_14152,377,100,250,117,2310,238,126,1324
gene_14155,55,24,24,10,129,38,8,175
gene_14157,12,7,7,6,58,3,5,22
gene_14158,11,0,13,7,116,20,6,73
gene_14161,5,0,3,3,27,5,3,0
gene_14164,297,109,119,62,1492,164,89,834
gene_14166,6901,2880,6140,2833,57797,5154,2356,37355
gene_14167,13155,5510,10247,4523,299830,11577,4540,178710
gene_14168,5734,2363,6432,2918,140413,5588,2328,88501
gene_14169,42,20,22,12,204,58,16,205
gene_14171,233,77,192,63,1683,134,61,1088
gene_14173,50,13,22,15,194,31,24,113
gene_14174,30,6,9,0,50,26,0,66
gene_14175,357,144,320,137,3199,263,100,2436
gene_14176,642,219,735,328,11630,677,278,9874
gene_14178,45,9,27,15,424,31,9,239
gene_14182,873,301,710,264,5368,638,289,3245
gene_14183,1060,451,879,342,7258,679,259,5519
gene_14184,170,60,114,53,1248,217,75,568
gene_14185,5,3,7,0,11,0,0,0
gene_14186,120,55,102,64,1459,154,78,856
gene_14187,133,66,134,62,860,101,47,405
gene_14188,59,35,54,23,524,48,30,352
gene_14189,8,6,17,6,108,16,7,57
gene_14190,34,18,26,12,495,33,5,237
gene_14191,655,228,425,161,2226,626,274,574
gene_14192,294,103,62,27,304,211,82,97
gene_14193,534,192,376,190,3663,481,248,2148
gene_14194,9,0,11,6,132,0,0,227
gene_14195,121,23,125,37,780,111,39,507
gene_14196,1507,600,814,361,10591,975,402,3746
gene_14197,6,1,18,0,38,2,5,17
gene_14198,258,86,136,81,1780,203,93,1011
gene_14199,660,303,350,137,3456,436,234,2063
gene_14200,728,230,490,174,2424,619,190,1529
gene_14201,113,32,62,38,2038,92,50,1214
gene_14202,9,7,28,14,126,35,5,57
gene_14203,309,108,180,92,1218,247,80,689
gene_14204,28,27,11,10,165,43,16,113
gene_14205,1491,577,566,223,3645,1203,506,1858
gene_14206,15,7,2,4,76,11,2,35
gene_14207,210,64,64,57,868,145,75,432
gene_14941,211,81,193,90,1187,216,82,653
gene_14940,630,261,471,207,3644,526,167,2349
gene_14943,12,2,0,0,12,0,4,15
gene_14946,9,4,26,4,97,3,2,25
gene_14945,31,20,11,9,216,29,3,150
gene_14950,127,60,72,24,674,129,67,314
gene_14955,7,3,0,0,4,0,0,11
gene_14951,3,2,0,0,8,3,0,0
gene_14952,229,107,175,51,956,132,37,509
gene_14956,9,0,15,0,102,5,6,40
gene_14958,7,0,0,0,0,0,3,0
gene_14959,0,0,0,0,15,0,0,0
gene_14967,5,4,4,0,44,11,4,18
gene_14969,30,21,11,8,102,39,10,66
gene_14971,1,0,0,4,0,0,0,3
gene_14975,6,0,0,4,11,0,0,8
gene_14976,9,16,23,0,150,14,0,50
gene_14978,5,2,0,0,6,14,0,0
gene_14979,16,0,9,0,107,12,0,61
gene_14985,0,0,0,0,0,0,0,0
gene_14984,95,43,71,32,390,74,35,202
gene_14987,0,0,4,0,32,0,0,10
gene_14989,0,2,0,6,9,0,0,0
gene_14991,13,4,21,12,133,13,5,70
gene_14977,4722,2012,2928,1283,34575,3545,1525,19790
gene_14993,151,55,28,10,680,125,65,119
gene_14996,3,1,0,4,10,4,0,11
gene_14994,208,103,165,35,1165,208,57,700
gene_14997,6,0,0,0,26,0,0,4
gene_14998,0,0,0,5,6,0,0,8
gene_14999,0,0,0,0,3,0,0,0
gene_15000,30,10,24,7,156,48,13,44
gene_15002,5,0,0,0,24,3,0,12
gene_15003,8,0,0,0,96,14,10,4
gene_15006,56,10,16,11,194,39,16,103
gene_15007,8,0,5,0,24,0,0,11
gene_15009,11,10,20,0,91,14,2,68
gene_15011,90,55,92,0,1078,96,39,377
gene_15017,5,0,0,6,10,5,0,7
gene_15016,29,18,34,15,175,26,17,173
gene_15019,158,58,66,24,1261,173,83,375
gene_15021,27,20,42,21,128,15,11,117
gene_15023,32,5,16,4,123,15,5,78
gene_15025,9,0,11,0,26,11,0,30
gene_15029,4,10,0,0,9,0,0,0
gene_15026,245,125,170,79,932,158,63,634
gene_15032,16,0,6,10,33,7,0,15
gene_15034,0,0,8,2,64,9,0,52
gene_15036,43,21,21,15,214,26,0,100
gene_15039,11,9,4,0,96,9,3,56
gene_15040,4,0,3,0,29,4,0,0
gene_15041,7,0,4,0,13,0,1,7
gene_15043,0,0,6,0,22,5,0,18
gene_15042,13,12,8,0,128,8,5,58
gene_15045,6,0,0,4,34,13,0,12
gene_15051,4,0,0,0,10,0,0,10
gene_15052,255,86,166,68,1734,319,95,1037
gene_15053,3,0,0,0,15,0,0,9
gene_15056,4,4,10,0,42,0,0,26
gene_15058,105,40,97,55,1067,82,57,556
gene_15066,19,6,27,12,247,15,12,197
gene_15068,7,3,0,0,48,11,0,25
gene_15071,0,0,0,0,9,0,0,0
gene_15078,19,5,15,0,110,11,0,76
gene_15083,264,120,311,119,1406,139,92,1128
gene_15084,33,10,22,4,136,23,3,142
gene_15086,383,194,301,115,1245,241,114,984
gene_15087,223,102,218,56,1057,201,90,626
gene_15090,7,0,11,5,34,0,0,9
gene_15088,49,15,66,19,219,28,16,165
gene_15091,939,502,729,334,6692,1057,429,6009
gene_15094,32,15,14,3,174,20,17,86
gene_15093,596,250,367,128,3199,389,158,1672
gene_15097,94,40,85,25,720,96,38,417
gene_15095,473,263,185,83,1368,335,144,635
gene_15096,1241,480,1077,466,10456,1175,445,8480
gene_15099,547,291,449,185,2178,531,190,1419
gene_15100,111,28,50,31,390,60,27,181
gene_15102,4,6,0,1,23,7,0,15
gene_15106,17,7,27,10,162,23,6,144
gene_15104,607,263,398,189,2479,450,162,1827
gene_15105,23,18,39,16,119,19,7,81
gene_15107,331,152,196,93,1703,270,97,1237
gene_15143,27,15,42,23,304,27,11,190
gene_15141,112,57,274,138,1406,89,29,921
gene_15142,1078,463,709,265,11019,872,312,7222
gene_15147,21,22,7,8,46,9,7,22
gene_15148,0,0,0,0,0,0,0,0
gene_15149,17,15,34,4,141,39,6,114
gene_15151,42,0,34,0,192,24,6,172
gene_15156,3,0,4,4,17,0,0,5
gene_15144,735,274,619,275,6058,580,228,3591
gene_15157,0,0,0,0,0,0,0,0
gene_15158,7,0,7,0,161,0,0,148
gene_15171,8,4,14,8,65,8,3,47
gene_15172,16,0,7,9,93,14,11,24
gene_15174,7,0,8,0,25,11,0,10
gene_15187,4,6,4,0,33,20,0,28
gene_15185,62,42,26,25,516,16,12,370
gene_15191,21,0,28,8,146,23,0,63
gene_15203,4,0,2,0,3,2,0,13
gene_15197,69,35,94,34,457,48,9,277
gene_15198,26,14,7,4,145,16,12,76
gene_15215,18,0,0,0,32,7,0,28
gene_15216,18,6,0,0,33,4,0,16
gene_15218,59,31,61,37,550,33,4,352
gene_15219,112,43,78,32,584,76,41,363
gene_15220,46,29,73,26,641,74,11,606
gene_15221,51,20,96,49,878,44,25,708
gene_15225,17,7,7,4,80,23,5,38
gene_15232,4,6,6,5,81,0,0,56
gene_15222,6,3,0,0,53,0,0,63
gene_15235,3,0,11,2,24,0,0,10
gene_15233,32,7,16,6,99,19,6,48
gene_15237,9,6,0,0,35,0,0,12
gene_15240,136,53,61,29,734,88,65,469
gene_15241,9,0,11,3,44,6,0,17
gene_15112,0,0,4,0,0,0,0,17
gene_15121,0,0,0,0,0,0,0,0
gene_15124,0,0,0,0,28,0,2,9
gene_15109,1509,570,931,353,5697,1105,419,3084
gene_15110,7,1,2,0,6,2,4,13
gene_15111,170,113,96,43,650,157,56,499
gene_15113,2,0,0,3,9,0,0,13
gene_15114,1092,433,904,441,8095,762,320,5331
gene_15115,131,59,68,30,576,112,44,405
gene_15116,748,388,463,209,4713,587,231,2959
gene_15117,427,215,259,123,3813,439,172,2350
gene_15118,174,60,142,70,1182,155,47,839
gene_15119,641,198,447,162,1470,511,227,988
gene_15120,709,364,366,141,3733,599,303,1770
gene_15122,667,217,407,211,2354,583,253,1053
gene_15125,88,32,119,43,1350,66,19,757
gene_15126,284,126,164,66,761,204,61,440
gene_15127,404,106,203,60,1250,292,136,631
gene_15128,57,22,31,29,361,41,24,163
gene_15129,58,30,41,13,477,47,25,279
gene_15130,247,123,168,47,1078,218,90,675
gene_15131,5088,2177,4118,1677,45153,4530,1965,29850
gene_15132,211,113,108,26,1253,200,78,825
gene_15133,483,190,223,127,2231,349,178,1643
gene_15134,3029,1082,2076,758,22071,2516,904,11962
gene_15135,5173,2087,2704,1111,23410,3529,1475,16216
gene_15136,486,210,389,125,3272,344,170,1942
gene_15137,267,113,141,54,1870,275,108,1061
gene_15138,7,5,2,4,41,5,2,11
gene_15140,784,328,378,134,5654,633,293,1930
gene_15239,2563,977,1249,472,13757,1942,803,8036
gene_15242,429,134,320,157,2338,343,118,1446
gene_15243,132,58,140,29,436,88,39,255
gene_15244,79,33,44,11,397,59,25,146
gene_15245,728,381,1020,426,3402,646,299,2567
gene_15246,224,103,147,64,1888,230,60,980
gene_15247,164,99,198,54,1533,142,43,953
gene_15250,14,14,25,9,70,16,7,57
gene_15248,126,88,72,21,1957,121,51,1045
gene_15249,397,141,193,96,1756,315,133,942
gene_15251,83,34,23,19,463,87,38,235
gene_15255,0,0,0,0,19,3,0,4
gene_15256,580,203,288,145,3010,378,152,1630
gene_15252,2626,1007,2374,1085,27033,2219,884,16460
gene_15253,1485,629,946,335,5197,1213,465,3115
gene_15254,592,225,349,169,2069,443,201,1130
gene_15285,11,0,0,4,20,0,3,44
gene_15286,25,12,25,0,142,11,3,103
gene_15288,13,0,13,10,128,16,15,91
gene_15290,7,2,4,7,73,9,8,33
gene_15287,298,116,174,54,1161,220,74,641
gene_15292,158,73,46,32,717,82,65,337
gene_15303,6,8,0,0,12,0,0,10
gene_15304,2,0,0,0,0,0,0,4
gene_15305,0,0,0,0,0,0,0,0
gene_15306,18,12,8,3,96,13,2,46
gene_15307,42,24,30,5,124,67,11,71
gene_15308,10,0,0,3,30,0,0,36
gene_15311,21,0,16,17,88,7,7,76
gene_15312,9,3,5,0,23,6,0,25
gene_15313,7,4,24,0,35,5,2,18
gene_15316,29,14,31,11,268,27,23,154
gene_15318,6,0,0,0,17,6,0,16
gene_15319,6,3,0,3,12,0,0,9
gene_15317,233,59,190,55,2085,186,71,1383
gene_15320,0,4,0,0,0,0,0,4
gene_15321,2,0,5,2,44,0,0,17
gene_15323,31,10,29,13,254,18,12,214
gene_15326,0,0,0,3,44,3,0,0
gene_15258,0,0,0,0,27,0,0,12
gene_15266,0,3,9,0,14,2,2,15
gene_15269,0,0,0,0,0,0,0,0
gene_15270,0,0,0,0,10,0,0,8
gene_15275,0,0,0,0,17,0,0,25
gene_15276,0,0,0,0,0,0,0,0
gene_15280,0,4,9,0,14,8,0,10
gene_15257,8650,3536,11099,4724,86835,7247,2957,55564
gene_15259,251,88,212,73,2769,214,93,1659
gene_15260,418,150,284,130,2887,365,151,1729
gene_15261,1189,522,659,249,6835,951,351,4261
gene_15262,532,196,332,92,2481,354,119,1836
gene_15263,356,164,296,130,2161,392,148,1275
gene_15264,98,53,127,28,1287,120,64,797
gene_15265,5,9,6,7,56,10,2,36
gene_15267,6850,2583,5642,1894,33166,5556,2007,17483
gene_15268,1447,529,832,351,6632,1082,353,3087
gene_15271,168,84,126,56,1549,135,65,833
gene_15272,282,151,164,39,848,195,60,569
gene_15273,4019,1567,3352,1121,25727,2735,1057,16919
gene_15274,444,119,321,119,2029,309,125,1342
gene_15277,526,222,496,204,4163,503,180,1580
gene_15278,3424,1290,2436,882,23118,2614,1018,11661
gene_15279,878,456,553,274,2498,730,377,1646
gene_15281,1181,548,775,325,5779,1022,355,3386
gene_15324,232,120,65,28,328,106,31,366
gene_15327,3,0,0,0,4,6,0,18
gene_15329,51,19,49,37,183,25,10,231
gene_15328,2,0,0,0,18,6,0,11
gene_15298,0,0,0,0,0,0,0,0
gene_15299,0,0,0,0,0,0,0,0
gene_15293,209,93,124,42,1228,116,46,730
gene_15294,2703,1046,1466,579,8848,1778,754,6729
gene_15296,560,223,318,120,2041,482,162,1207
gene_15297,152,50,139,94,541,132,40,362
gene_15300,1047,471,626,252,4654,669,281,2868
gene_15301,812,263,475,165,4164,576,247,4180
gene_15302,694,360,234,139,2559,632,217,1550
gene_15333,8,7,3,0,29,4,0,15
gene_15330,579,214,313,117,2398,284,137,1422
gene_15334,36,1,26,14,191,18,6,120
gene_15336,93,24,35,8,430,46,9,178
gene_15337,25,0,8,4,84,13,14,33
gene_15335,454,202,346,186,7742,489,266,4508
gene_15338,0,0,0,0,0,0,0,0
gene_15343,0,0,0,0,38,8,0,10
gene_15342,43,21,13,9,151,26,29,69
gene_15344,17,5,6,0,23,3,5,22
gene_15345,116,40,77,24,543,111,36,216
gene_15346,6,4,4,7,43,7,0,31
gene_15349,51,11,29,3,344,46,4,231
gene_15350,3,0,0,0,9,0,0,4
gene_15351,9,0,0,0,46,11,2,15
gene_15352,209,93,159,53,955,196,67,448
gene_15353,32,12,20,4,139,27,26,143
gene_15392,94,29,52,39,599,79,27,253
gene_15397,0,0,0,4,14,0,0,4
gene_15393,64,29,33,17,255,53,27,131
gene_15394,86,20,38,11,336,35,19,182
gene_15400,9,0,0,0,14,4,0,12
gene_15415,6,5,0,0,20,10,0,22
gene_15416,13,0,4,0,73,6,0,89
gene_15417,4,0,0,3,17,9,3,4
gene_15418,15,11,9,7,83,21,14,37
gene_15357,0,0,0,0,0,0,0,0
gene_15358,0,0,0,0,0,0,0,0
gene_15359,0,0,0,0,0,0,0,0
gene_15361,0,0,0,0,0,0,0,11
gene_15362,0,0,4,0,0,0,0,6
gene_15363,0,0,0,0,0,0,0,0
gene_15364,0,0,0,0,0,0,0,0
gene_15365,0,0,0,0,10,0,0,4
gene_15366,0,0,0,0,0,0,0,0
gene_15367,0,0,0,0,0,0,0,0
gene_15368,0,0,0,0,0,0,0,0
gene_15370,0,4,0,0,8,0,0,2
gene_15371,0,0,0,0,0,0,0,0
gene_15372,0,0,0,0,3,0,0,3
gene_15374,0,0,0,0,0,0,0,5
gene_15377,0,0,0,0,0,0,0,0
gene_15381,0,7,0,0,20,0,0,12
gene_15382,0,0,0,0,0,0,0,0
gene_15383,0,0,3,0,0,0,0,3
gene_15385,0,0,0,0,0,0,0,0
gene_15386,0,0,0,0,0,0,0,0
gene_15387,0,0,0,0,3,0,0,0
gene_15354,4475,1542,3277,1160,26247,2546,967,9188
gene_15355,1505,581,969,469,11847,1060,405,5363
gene_15356,54,21,39,5,216,40,11,113
gene_15360,18,2,15,9,21,15,2,19
gene_15369,52,23,7,8,230,18,12,99
gene_15373,14,6,16,4,134,23,14,88
gene_15375,38,18,25,19,284,17,10,112
gene_15376,24,10,7,0,121,23,4,92
gene_15378,13,2,0,0,11,10,0,14
gene_15379,29,0,19,6,158,14,9,121
gene_15380,28,6,4,0,121,25,3,95
gene_15384,3,0,0,0,0,0,0,0
gene_15388,35,15,21,8,111,11,4,74
gene_15389,3128,1321,1652,677,15516,2346,890,7633
gene_15390,3777,1745,5022,2208,17199,2983,1180,9218
gene_15391,606,219,1052,545,8288,586,251,4342
gene_15421,5,0,0,0,22,1,0,12
gene_15424,0,3,0,0,61,0,0,42
gene_15427,6,9,10,0,90,17,8,86
gene_15428,0,0,0,0,14,0,0,15
gene_15430,19,5,5,0,107,28,4,83
gene_15431,42,16,22,8,168,21,10,64
gene_15432,40,4,3,0,67,21,0,54
gene_15433,0,3,0,0,14,0,0,5
gene_15420,3312,1488,2752,1213,27333,2570,1128,18324
gene_15438,12,0,23,6,118,11,0,37
gene_15446,0,0,0,0,0,0,0,6
gene_15445,91,44,31,21,473,149,36,421
gene_15447,11,4,4,0,0,3,0,6
gene_15453,11,8,28,10,169,19,0,100
gene_15454,4,4,0,0,9,11,6,21
gene_15448,716,289,445,191,4307,642,225,2170
gene_15455,1068,459,598,295,3875,754,379,2567
gene_15457,623,249,354,96,2893,495,198,1648
gene_15460,23,8,0,0,72,33,6,35
gene_15462,6,0,4,0,0,0,0,0
gene_15458,338,126,180,82,2601,368,138,1587
gene_15459,682,361,285,96,2398,509,216,1183
gene_15481,938,417,792,374,4629,689,289,2908
gene_15484,14,8,18,20,183,13,3,98
gene_15485,15,4,4,0,43,2,6,10
gene_15486,14,6,9,3,106,7,14,40
gene_15482,8,0,0,0,11,0,0,28
gene_15483,544,226,440,216,7660,389,242,5139
gene_15488,342,145,306,133,1917,227,118,1275
gene_15492,0,3,3,0,22,3,0,12
gene_15493,44,9,13,9,267,31,19,158
gene_15494,16,5,3,0,143,11,3,70
gene_15489,162,57,152,48,1180,138,57,859
gene_15490,402,223,783,392,2837,503,220,1607
gene_15495,72,10,41,30,138,33,8,86
gene_15496,9,0,5,0,33,9,0,21
gene_15499,76,20,29,10,312,52,15,207
gene_15497,661,279,869,388,5077,704,323,3092
gene_15500,154,68,180,87,1444,128,56,991
gene_15506,60,26,37,10,332,69,22,193
gene_15507,7,0,9,1,12,7,0,4
gene_15504,631,220,403,178,2323,405,135,1843
gene_15505,30,9,59,12,710,43,18,196
gene_15508,12,7,25,8,191,4,2,86
gene_15509,11,7,8,0,72,7,6,40
gene_15511,64,29,112,34,879,41,41,457
gene_15513,10,12,49,24,330,25,15,101
gene_15512,143,74,436,227,3377,161,57,1471
gene_15515,11,10,3,4,41,0,0,26
gene_15463,223,77,94,35,593,206,93,336
gene_15464,2200,864,1340,549,4747,1632,646,6163
gene_15465,446,186,182,54,1321,316,116,792
gene_15466,1420,700,1160,474,7403,1286,575,5170
gene_15467,172,82,118,44,790,100,41,532
gene_15468,7830,3116,5593,2571,7522,6140,2490,6987
gene_15469,717,324,435,149,2940,620,246,1754
gene_15470,3,0,0,0,9,3,0,3
gene_15471,9,4,0,0,33,2,4,15
gene_15472,1105,426,558,280,5064,958,425,3659
gene_15473,16,5,29,3,539,35,9,301
gene_15474,26,17,10,4,86,15,0,57
gene_15475,117,60,39,16,345,79,25,167
gene_15476,566,187,341,150,2707,364,138,1500
gene_15477,93,62,143,54,664,106,29,382
gene_15478,23102,9793,17529,7444,247640,19090,8131,157654
gene_15479,262,98,261,116,1411,193,90,797
gene_15480,745,313,483,227,4882,538,284,2961
gene_15517,12,9,23,6,177,12,0,129
gene_15518,9,0,28,9,52,7,0,37
gene_15520,10,8,11,6,105,10,9,63
gene_15521,34,16,39,0,427,59,7,263
gene_15535,11,5,8,0,4,7,0,7
gene_15536,0,0,0,0,0,0,0,0
gene_15540,3,0,0,0,17,0,0,7
gene_15541,15,11,15,4,102,25,21,100
gene_15542,28,12,36,15,180,59,4,155
gene_15543,0,0,5,0,11,0,0,15
gene_15544,5,8,12,7,64,9,0,35
gene_15545,4,6,12,0,37,3,0,30
gene_15547,0,0,0,0,6,0,0,6
gene_15548,40,22,91,31,448,35,34,315
gene_15550,254,60,156,98,1081,218,56,638
gene_15551,8,2,7,0,9,0,0,6
gene_15554,13,6,2,7,153,13,0,59
gene_15555,2,3,13,4,135,15,0,38
gene_15557,4,0,4,0,6,0,0,6
gene_15560,3,5,8,8,65,8,3,22
gene_15558,134,67,124,39,428,122,42,276
gene_15567,293,102,282,115,2002,175,86,1564
gene_15568,2362,841,647,206,7303,1482,582,5936
gene_15570,25,0,20,18,160,13,3,94
gene_15577,3,0,0,0,0,0,0,0
gene_15575,32,10,47,7,256,28,0,191
gene_15585,14,3,4,5,25,0,0,10
gene_15569,887,276,518,209,4788,852,279,2541
gene_15591,107,41,14,22,149,42,43,199
gene_15594,0,0,0,0,0,0,0,0
gene_15593,196,55,107,48,1218,152,66,898
gene_15597,26,8,11,0,57,8,0,26
gene_15603,0,0,0,3,16,5,0,17
gene_15606,83,42,71,11,645,77,13,367
gene_15608,0,0,0,0,25,4,9,29
gene_15609,19,7,24,0,35,0,0,60
gene_15610,0,0,0,0,0,0,0,0
gene_15615,6,0,15,2,70,3,3,73
gene_15612,10,8,9,0,31,31,0,50
gene_15619,15,0,12,3,89,10,3,34
gene_15622,6,6,0,0,29,0,0,13
gene_15630,3,0,11,13,68,3,0,60
gene_15639,31,16,16,6,175,30,12,82
gene_15640,107,25,59,17,550,83,54,363
gene_15642,9,0,0,4,28,0,0,8
gene_15641,263,82,154,80,2102,181,77,1106
gene_15644,0,0,24,11,129,0,7,149
gene_15650,3,0,0,1,21,8,3,10
gene_15646,14,10,16,18,183,4,0,183
gene_15651,20,12,19,8,191,28,7,154
gene_15652,10,3,0,0,15,0,0,13
gene_15654,12,4,6,5,29,13,4,19
gene_15656,10,0,0,0,10,0,0,9
gene_15655,99,22,75,19,737,48,13,319
gene_15657,0,0,5,0,4,0,0,0
gene_15659,0,0,3,0,17,0,0,21
gene_15658,21,0,12,3,147,7,14,128
gene_15663,47,13,21,23,144,19,11,99
gene_15665,44,14,18,27,245,65,10,172
gene_15670,37,22,52,9,148,51,29,153
gene_15671,4,0,0,0,3,3,4,0
gene_15673,18,17,4,4,119,28,0,51
gene_15680,660,262,329,141,3911,690,231,4154
gene_15681,220,104,242,107,1588,193,80,833
gene_15683,24,15,6,16,41,39,19,89
gene_15682,811,343,519,196,6697,651,253,3611
gene_15687,3,0,2,0,18,3,0,10
gene_15688,0,4,0,4,60,8,4,36
gene_15684,503,220,703,359,7346,374,118,4737
gene_15689,107,43,47,20,428,76,26,223
gene_15691,8,16,0,4,32,18,0,15
gene_15696,7,0,0,5,122,0,0,97
gene_15690,363,123,143,58,1484,298,154,874
gene_15697,167,45,140,39,1567,120,36,640
gene_15698,30,13,24,12,377,11,7,176
gene_15699,0,4,10,5,228,12,0,207
gene_15702,44,8,90,40,472,29,0,427
gene_15700,71,37,94,62,561,53,33,549
gene_15701,47,0,0,8,13,41,7,14
gene_15703,20,15,4,0,45,1,0,4
gene_15705,0,0,0,0,7,0,0,0
gene_15706,9,6,0,0,29,13,6,22
gene_15708,3,3,0,0,0,0,0,5
gene_15712,0,0,7,0,12,0,0,6
gene_15713,50,11,23,7,177,8,10,153
gene_15715,68,20,49,25,284,48,22,163
gene_15718,0,5,0,0,20,0,0,33
gene_15717,16,20,15,12,46,9,5,39
gene_15723,0,0,0,0,0,0,0,0
gene_15722,8,5,11,4,119,13,6,31
gene_15719,4,0,0,0,2,0,0,11
gene_15720,1619,747,1686,709,14673,1403,510,7726
gene_15721,276,142,247,95,3034,268,127,1169
gene_15727,19,0,16,6,152,35,22,100
gene_15729,0,0,0,0,9,0,4,8
gene_15735,2,0,8,4,90,5,3,74
gene_15725,56,19,56,20,460,49,21,275
gene_15726,228,111,169,37,1180,186,101,491
gene_15737,56,9,60,28,1967,47,12,446
gene_15738,2,0,0,0,7,0,0,0
gene_15741,7,0,5,1,12,2,0,0
gene_15742,14,20,12,7,45,19,14,15
gene_15743,32,9,41,22,424,35,18,253
gene_15747,23,8,7,0,14,15,3,19
gene_15748,14,0,0,2,27,4,5,51
gene_15753,108,41,230,106,2232,160,55,1254
gene_15759,4,0,0,0,7,0,0,0
gene_15757,38,17,27,10,268,13,9,171
gene_15755,259,128,420,162,3077,255,97,2944
gene_15761,45,39,56,11,371,45,23,191
gene_15765,0,0,5,2,91,0,4,57
gene_15766,4,0,0,0,4,0,0,6
gene_15764,116,48,77,38,453,94,38,341
gene_15767,3,0,4,8,36,0,3,53
gene_15772,81,20,35,12,239,29,17,197
gene_15774,4,0,0,0,8,0,0,9
gene_15776,0,3,2,0,29,4,0,36
gene_15779,7,5,0,4,106,11,0,33
