"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_3224",5460.00800654729,-1.46590921718172,0.119055436642156,-12.3128288680154,7.7266635951181e-35,3.75094396344824e-32
"gene_7569",1241.26073790636,-1.37533550351307,0.111680078244572,-12.3149582730519,7.52540904142754e-35,3.75094396344824e-32
"gene_2760",473.889056489105,1.73295432224968,0.141119473520309,12.2800509314562,1.15925259699511e-34,5.38296423300339e-32
"gene_7385",1692.97360019378,-1.90098543658731,0.15675887700243,-12.1268120373039,7.61568377998448e-34,3.3889792820931e-31
"gene_15257",11092.9572880517,0.870575020368279,0.0725511839911182,11.9994598637406,3.57622632345182e-33,1.52776388537862e-30
"gene_7553",201.937960448462,3.23050748139165,0.270128813015952,11.9591369958779,5.81632433351162e-33,2.38916707238093e-30
"gene_10111",1357.55705381019,-1.29132009348595,0.10819172877203,-11.9354788775663,7.73126666970425e-33,3.05814548268302e-30
"gene_2419",702.815650628263,-2.69242946583676,0.226720678552333,-11.87553549605,1.58615089065387e-32,6.05003268292261e-30
"gene_92",152.357444906124,5.19012441822582,0.440812912609073,11.7739845403045,5.31533115872462e-32,1.95750816466134e-29
"gene_4139",339.431288128416,3.19163913676527,0.279597774451462,11.415109233351,3.51462141436538e-30,1.25120522351407e-27
