"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_9475",394.374332040143,-0.504351279058836,0.122787334556001,-4.1075187508758,3.999323192541e-05,0.000223137361102656
"gene_8677",1765.66110692066,1.41687444517465,0.344997120698903,4.10691672528834,4.0097570938658e-05,0.000223597523440379
"gene_4882",100.081874985867,1.8640258964147,0.453935739776813,4.10636513734562,4.01933951657129e-05,0.000224009728806401
"gene_6911",95.1691581855821,-1.38528109601085,0.33751412927411,-4.10436475352948,4.05427367696318e-05,0.000225833643215155
"gene_2190",1296.54150064325,0.37176561150882,0.0905951607498194,4.10359238210812,4.06783910818152e-05,0.000226465925745087
"gene_10855",4882.35230960843,0.766049046393599,0.18674165389116,4.10218625802726,4.09264601390131e-05,0.000227723018412234
"gene_945",965.096551040348,-0.509811811002796,0.124338401446782,-4.10019595773071,4.12800448511422e-05,0.000229565534906271
"gene_6443",3302.95977529139,0.872079828030198,0.212771068964819,4.09867672458041,4.15518912696245e-05,0.000230951734790462
"gene_7588",60.7205465396549,1.24528299540823,0.303999375034245,4.09633406406821,4.19744104496045e-05,0.000233173435995711
"gene_3722",95.115687637686,1.52715128469836,0.372982428837392,4.09443224834634,4.23204140072119e-05,0.000234967901222452
"gene_7998",3035.1640872309,0.541541594415252,0.132349396779365,4.09175717905264,4.28116806391626e-05,0.000237437666972189
"gene_12383",7.12414230599792,-4.65763330747808,1.1382959400478,-4.09175957113797,4.28112389345259e-05,0.000237437666972189
"gene_5998",925.623919065614,0.937328128157467,0.22912428726581,4.09091563073827,4.2967343267783e-05,0.000238171826341255
"gene_8969",274.869394663919,0.746374838172629,0.182467976241287,4.09044290152951,4.30550201593773e-05,0.000238528543429009
"gene_2538",192.942933470045,-1.39162498203771,0.340522968775614,-4.08672867807257,4.37498249895815e-05,0.000242246594568733
"gene_1924",26867.232850245,0.71903436836,0.176032170904181,4.08467591274205,4.41383774380368e-05,0.000244265793321863
"gene_746",1688.28474495222,0.435059606170601,0.106533563524509,4.08377971952954,4.43090355231803e-05,0.000245077612923507
"gene_3101",116.592087577576,-0.91641181077596,0.22449435389529,-4.08211518407896,4.46276676223655e-05,0.000246706571229152
"gene_108",911.537391314695,1.07954984801068,0.264533919203927,4.08095056868101,4.4851893893673e-05,0.000247703879189396
"gene_5329",20828.3824185136,-0.317086399295536,0.07769960811247,-4.08092662239112,4.48565155234929e-05,0.000247703879189396
"gene_489",26206.3163595908,-0.654507496282904,0.160391237844329,-4.08069359074435,4.49015141814531e-05,0.000247818556683066
"gene_11026",8438.72623343069,0.589452001174762,0.144454139056228,4.08054767434057,4.49297125873449e-05,0.000247840437233428
"gene_6149",1040.07275717344,0.982317134813541,0.240749801265137,4.08024068826423,4.49890926214094e-05,0.000248034204980676
"gene_8833",166.050066942428,1.08192704482089,0.265212890708532,4.07946628058107,4.51392164605047e-05,0.000248727783804732
"gene_1776",373.454897011846,0.556820489309459,0.136500804551354,4.07924694026234,4.51818232351843e-05,0.00024882849015952
"gene_246",3232.07007962839,0.80109118206756,0.196582102223134,4.07509723931158,4.59951236553217e-05,0.000253068483226194
"gene_12291",17.1871406375659,-4.10264580290422,1.00676782161043,-4.07506647991749,4.60012037075873e-05,0.000253068483226194
"gene_2195",121.230933957886,-1.15710865348985,0.284115808792157,-4.07266550358107,4.64781511749927e-05,0.00025541754544151
"gene_2586",421.981454980032,-0.576062451137493,0.141442683743206,-4.07276244972384,4.64588025770387e-05,0.00025541754544151
"gene_10970",862.270432315369,0.446622827785249,0.109737179588933,4.06993171738387,4.70269189751075e-05,0.000258294468506136
"gene_4776",85.6631328011215,1.06929312434311,0.262774349806955,4.06924467752905,4.71657951193551e-05,0.000258918189310598
"gene_6514",3534.30752659437,0.419073631478306,0.103000997521138,4.06863663036178,4.72890282090264e-05,0.000259455413891477
"gene_166",200.173147726984,0.972538685749197,0.239301838254433,4.06406692419623,4.8224988676995e-05,0.000264448771688808
"gene_3287",546.612623080302,-0.60413084431333,0.148659764788408,-4.06384905272255,4.82700485451819e-05,0.000264554012042645
"gene_5867",615.286437245915,-0.568309520014728,0.140005213042137,-4.05920256586222,4.9240584660936e-05,0.000269584293001816
"gene_8067",202.501000705825,-1.14465415170042,0.281989097628366,-4.0592142083768,4.9238129871447e-05,0.000269584293001816
"gene_8444",1942.61460315312,0.710714585595019,0.175234909581896,4.05578196314169,4.99668546092479e-05,0.000273414137019143
"gene_2212",3012.6998738389,0.421969024085261,0.104061025592962,4.05501504219079,5.01310766682886e-05,0.000274166054056999
"gene_1424",696.04256208331,0.492374775942506,0.121460315851758,4.05379133496943,5.03941709669702e-05,0.000275457609021488
"gene_7921",197.792387394684,-1.00444406775641,0.247870657851468,-4.05229112821538,5.07184978722899e-05,0.000277082306484994
"gene_4749",260.916465033821,0.709855067047007,0.175289198171372,4.04962242084657,5.13003361916759e-05,0.000280111339152306
"gene_5127",431.07390420322,-0.525648421320277,0.12981518936833,-4.04920582774666,5.13917317268974e-05,0.000280460640539477
"gene_9353",34.4586783015974,1.32005812233418,0.326017341327902,4.04904265815262,5.14275712216303e-05,0.00028050654447126
"gene_8298",581.287213694395,-0.861117283375122,0.212724508450607,-4.04803983164482,5.16483584047255e-05,0.00028156064040785
"gene_4505",1064.29363984606,1.14983503741067,0.284173879636046,4.04623760242607,5.2047405619525e-05,0.000283584878673885
"gene_197",688.393570892347,-0.541888913635096,0.133947510603463,-4.04553179968606,5.22044782843561e-05,0.000284289243564489
"gene_8844",412.375612965657,0.75077737637922,0.185666592288849,4.04368587328412,5.26174059079967e-05,0.000286385423215052
"gene_6926",136.034464372135,-1.07229596398492,0.265288954819912,-4.0419924934788,5.29989296659866e-05,0.00028830853919896
"gene_1300",825.000132209007,-0.534944207215567,0.132412680172092,-4.03997718738357,5.34564007376442e-05,0.000290642536067989
"gene_1626",282.930899400462,0.592434134597321,0.146698975557196,4.03843402687115,5.38092222684991e-05,0.000292405375207195
"gene_11256",70.9427969279815,-1.12466444621368,0.278526422304709,-4.03790935490955,5.39296827845488e-05,0.000292904336610505
"gene_1838",356.782324981549,0.90925181176847,0.225314698097834,4.03547491328623,5.44919620875616e-05,0.000295801112669582
"gene_1595",87098.7713776202,-0.349501817008788,0.0866369285122138,-4.03409750334716,5.48125560537782e-05,0.000297383560085936
"gene_2156",94.9201849697634,0.963008131980253,0.238732588993028,4.0338360843076,5.48736030842472e-05,0.00029755691343722
"gene_5346",1591.95618786756,0.398466377188781,0.0988166989381493,4.03237895487873,5.52150563361873e-05,0.000299249804531101
"gene_2720",24.3003295539111,-2.10567105601608,0.522265754142267,-4.03179997791409,5.53512876256372e-05,0.000299829247111966
"gene_10688",2142.51029871074,-0.800134239732789,0.198515063894268,-4.03059709442982,5.56353406379266e-05,0.000301208379409251
"gene_2110",1418.94756858643,0.935412481218535,0.23211791383545,4.02990215516781,5.58000747385969e-05,0.000301940404418852
"gene_4086",140.375267285181,-0.821674085395416,0.203939002735157,-4.02901884571081,5.6010128616553e-05,0.000302916755875985
"gene_4000",253.250107411281,1.07994504851326,0.268195020004605,4.02671551654731,5.65613966251885e-05,0.000305649309606633
"gene_9416",726.628169332173,0.531960123708012,0.132109577079015,4.02665828980625,5.65751582170095e-05,0.000305649309606633
"gene_1284",46.8681473509445,1.30538847820852,0.324379294281268,4.02426573219133,5.71533545898025e-05,0.000308610009181579
"gene_1713",295.261673084382,0.612503729080173,0.152214944759212,4.02393950245221,5.72326249991462e-05,0.00030887496351782
"gene_3756",329.148713885762,-0.778831255926705,0.193572460833714,-4.02346104695002,5.73490730587296e-05,0.000309340174141154
"gene_9820",86.1723540101483,-1.01405099415435,0.252096937504077,-4.0224645495265,5.75923246519349e-05,0.000310488510392903
"gene_11056",14379.8628111873,-0.34468752307748,0.0857435860939375,-4.01998025484791,5.8203019308313e-05,0.000313615531330936
"gene_7269",275.928183337257,0.642869379884126,0.15996445888649,4.01882633404401,5.84887598387268e-05,0.000314989229526414
"gene_10339",7661.24197000999,0.699589434054417,0.174116794825066,4.01793195628997,5.8711144187047e-05,0.000316020458737331
"gene_6329",873.30756886682,0.587771833157286,0.146314686247659,4.0171759119409,5.88997566628265e-05,0.000316868917091387
"gene_7576",1966.6239447103,0.334735107748711,0.0833315555607436,4.01690698675017,5.89669844195413e-05,0.00031706380108236
"gene_4790",172.721584132657,0.742746388001367,0.185055558476888,4.01363997987734,5.97895182343405e-05,0.000321317605350815
"gene_311",86932.5888384083,-0.532710552385676,0.132738042733083,-4.01324700452968,5.98891864246809e-05,0.000321684196200216
"gene_8624",1287.93139222289,0.966833295317,0.240932468836242,4.0128808706731,5.99821885105831e-05,0.000322014615169414
"gene_3159",1235.25171112474,1.24518222082557,0.310456019567852,4.01081680606108,6.05090477870718e-05,0.000324672629443013
"gene_9470",2778.23467253844,0.610185737576017,0.152229691273777,4.00832276851059,6.11515055504893e-05,0.000327947796153568
"gene_1600",1264.79807894838,-0.408711292152928,0.101974196132047,-4.00798738951261,6.12383893560602e-05,0.000328241618419511
"gene_5137",140.572172718946,-0.833389978148071,0.208048410358176,-4.00575028049149,6.18209351688853e-05,0.000331190520676894
"gene_6881",1689.69800134526,-0.478763909248243,0.11955152364064,-4.00466589357204,6.2105195025582e-05,0.000332539177762632
"gene_7467",5825.43852583826,-0.667438255809644,0.166762230336316,-4.00233466812955,6.27204947028315e-05,0.000335658032090977
"gene_4560",733.2769249916,0.988075807630474,0.246936464371099,4.00133617425405,6.29857968090328e-05,0.00033690153973116
"gene_4757",499.595362268435,-0.769372969314101,0.192310580516313,-4.00067935549099,6.31608939224718e-05,0.000337661506610099
"gene_6683",23635.5979667843,0.500353974641602,0.125113317526033,3.99920635577017,6.35552483570842e-05,0.000339592228290439
"gene_709",2000.26889837902,-0.310843061431002,0.0777598530811833,-3.99747490657517,6.40217753674916e-05,0.000341906369025241
"gene_9818",569.731273211087,0.871776729313394,0.218127387967,3.9966403918305,6.424778550335e-05,0.000342934291410627
"gene_6698",412.090405813783,-0.732018713812549,0.183263922690195,-3.99434161981798,6.48742695965359e-05,0.000346097629193413
"gene_12032",12.389155154411,2.10070927730992,0.526124358295667,3.99279988502144,6.52976729513562e-05,0.000348174818182232
"gene_11039",330.337870305539,0.513643323066786,0.128695252920998,3.99115982453599,6.57509494997463e-05,0.000350409046656543
"gene_2834",1729.49081137429,2.30870715945015,0.578508921915726,3.99078920305133,6.58537928039758e-05,0.000350774343232427
"gene_8121",566.197463120837,0.439119492708015,0.110045893432439,3.99033057037795,6.59812689894076e-05,0.000351270399768179
"gene_1778",32.188342256081,2.09917202007113,0.526146450004625,3.98971050750731,6.6153985760561e-05,0.000352006666167148
"gene_10700",2041.42686149422,0.372796684938618,0.0935200488947705,3.98627555635788,6.71185582868359e-05,0.000356953455849959
"gene_6105",2345.48631749266,0.470325694565032,0.11801018506987,3.98546696869061,6.73475460523277e-05,0.000357985110954863
"gene_997",423.778048050416,1.1190358775622,0.280806320670958,3.98508080191491,6.74571670987998e-05,0.000358381531386715
"gene_7131",1237.02176103905,0.541746804402315,0.135980249121862,3.98401097145231,6.7761742032018e-05,0.00035981273923232
"gene_1800",485.338573045111,-0.498200088264747,0.125141417197565,-3.98109674176234,6.85980211087167e-05,0.00036406432894595
"gene_5092",83.5994067179967,1.59242347759459,0.400166007992184,3.97940716050448,6.90873324102219e-05,0.000366471031410445
"gene_3591",3927.9752331883,-0.758284705580395,0.190637469987711,-3.97762677835199,6.96065123663984e-05,0.000369033593556846
"gene_5865",141.391284050288,-1.92375821001575,0.483725025551838,-3.97696647557382,6.98000009382934e-05,0.000369867673365765
"gene_4893",360.367002326298,-0.583070123066679,0.14662298095429,-3.9766625891234,6.9889219685169e-05,0.000370148653402498
"gene_9035",4979.32439429678,-0.461714659568214,0.116208709483186,-3.97315021930451,7.09282854896215e-05,0.000375457337320062
"gene_2808",72.8407501456254,-1.22610321210831,0.308803657727077,-3.97049445959593,7.17236241053784e-05,0.000379471031415264
"gene_7280",988.160993869569,0.874113026382966,0.220198359046067,3.96966185474659,7.19747019991568e-05,0.000380602521895231
"gene_11564",4.41483233942797,-5.34664190330648,1.34723481410729,-3.96860431998954,7.22948078288195e-05,0.000382097674245652
"gene_7267",2340.32284279988,-0.602482177665029,0.151868634092513,-3.96712712447271,7.2744195857123e-05,0.000384274220573759
"gene_3702",976.931417209749,-0.724441794725859,0.182684823319493,-3.96552806939469,7.32336331504782e-05,0.000386659972240547
"gene_6115",434.409046410433,-0.473237657678156,0.119372264408869,-3.96438536222484,7.35852982443211e-05,0.000388316225564846
"gene_3886",7032.60656756976,0.633489918025165,0.159873880942736,3.96243535397798,7.41890990213145e-05,0.000391300626968016
"gene_855",947.818175791555,0.714380284028135,0.180424429056994,3.95944322928948,7.51246993462583e-05,0.000396031082584631
"gene_8024",198.6798126761,1.01018498612984,0.255186661294814,3.95861202542552,7.53865801781304e-05,0.000397206880722174
"gene_6568",105.026296893377,1.53954619457168,0.389070620981421,3.95698392926253,7.5902035043303e-05,0.000399716844689938
"gene_12500",71.5723158878226,1.09538747764242,0.276878990663734,3.95619571935219,7.61527777210128e-05,0.000400830909805866
"gene_11557",90.5367559358606,-0.971737039738454,0.245657194054647,-3.95566286376409,7.63227314581533e-05,0.000401518814106242
"gene_5297",436.79593263349,-0.544112860450368,0.137581174653173,-3.95484965019391,7.65827965803545e-05,0.000402679825515314
"gene_9930",76.2061573097568,-1.14100621183205,0.288583951879351,-3.95381033630405,7.69163882804865e-05,0.000404226054956082
"gene_9864",236.085292047943,-0.660250284255433,0.167119718852896,-3.95076229655822,7.79026679740103e-05,0.000409199067986751
"gene_4956",7127.38978567984,-0.653376018180259,0.165389274323897,-3.95053440346254,7.7976887658575e-05,0.000409378660207519
"gene_6240",1469.90870352229,0.36537285913121,0.0924900631202208,3.95040123019799,7.80202901555113e-05,0.000409396360913501
"gene_9715",737.122883778488,-0.434844948816322,0.110177449764487,-3.94676905070718,7.92128981728089e-05,0.000415441184417085
"gene_297",370.709206878407,0.596060972467008,0.151099240439888,3.94483103112712,7.9856267615741e-05,0.000418600742647967
"gene_2410",4.12577367285866,-5.24871665389954,1.33073251662904,-3.94423115713395,8.00564083899793e-05,0.00041943488145713
"gene_10061",768.669628411208,1.36562081215359,0.346267923229607,3.94382707880239,8.01914914613712e-05,0.00041992748754503
"gene_5944",1241.82615038605,-1.26408212879606,0.320554640832467,-3.94342170655614,8.03272235657328e-05,0.000420361697684882
"gene_8977",498.920523873234,-0.709629196570537,0.179956654756624,-3.94333400746001,8.0356616698342e-05,0.000420361697684882
"gene_1661",518.44521936497,-0.597491378004402,0.15157853953692,-3.94179400217055,8.0874422891414e-05,0.000422638080179096
"gene_4878",413.165626616216,-0.411563264903528,0.104407903290745,-3.9418784587355,8.08459439511865e-05,0.000422638080179096
"gene_6292",528.889312511648,0.549000262020414,0.13955184395354,3.93402370378703,8.35355397875603e-05,0.000436321739227466
"gene_633",1430.59679605258,-0.678359744463236,0.172445337005289,-3.9337668170316,8.3624914104077e-05,0.000436565592926184
"gene_7320",3970.42328842553,-0.645105498077223,0.1642312530915,-3.92803127257275,8.56440764947902e-05,0.000446878556281744
"gene_6693",54.4066065648812,2.19713667437346,0.559437537287318,3.92740302166217,8.58680264909546e-05,0.000447818616482913
"gene_617",2328.63662038631,0.986689144432233,0.251318256250813,3.92605439474134,8.63506361189832e-05,0.000450105991635495
"gene_11293",1490.49375360675,-0.672054987009989,0.171190505136883,-3.92577255655982,8.64518158799821e-05,0.000450403831382872
"gene_1658",59.0930286411618,1.41097621035058,0.359616019715011,3.92356328138205,8.72488340569348e-05,0.000454324758605027
"gene_8832",223.706138771033,-1.00058503847476,0.25522201927168,-3.92044950247674,8.83839556072448e-05,0.000460001381168088
"gene_40",818.74939164735,-0.411511250907527,0.105027418946462,-3.91813161777588,8.92379786500672e-05,0.000463850246961697
"gene_3991",7390.43115238649,-0.413927389224158,0.105643280135726,-3.91816108599015,8.92270723489147e-05,0.000463850246961697
"gene_7885",904.825630210898,-0.421162852039461,0.107492333962035,-3.91807337803467,8.92595371096724e-05,0.000463850246961697
"gene_9426",48.2159941177228,-1.16382336815648,0.297139687139865,-3.91675504325566,8.97488600124786e-05,0.000466156217037897
"gene_1995",5951.12658864166,-0.416709725931561,0.10641774808266,-3.9157916178407,9.01080534819029e-05,0.000467784295918488
"gene_6564",795.57991417868,0.433780794646506,0.110791767355078,3.91528003390611,9.02993386512269e-05,0.000468539490809791
"gene_6615",1931.70615642476,-0.321513310449083,0.0821313890509009,-3.91462161013526,9.0546092917591e-05,0.0004695815883713
"gene_12357",2156.09807922301,-0.584914272084247,0.149439303170545,-3.91405915093651,9.07573873137868e-05,0.000470438824155143
"gene_4211",103.179295757757,1.13415037957802,0.289966536861101,3.91131470498368,9.17950680222609e-05,0.000475576575817458
"gene_572",17.3237856368329,-2.38671899547741,0.610670203237759,-3.9083599999199,9.29247700420897e-05,0.000481185632010355
"gene_11048",11232.6128316755,-0.478172930642814,0.122352039681802,-3.90817294003752,9.29967306847024e-05,0.000481314557040714
"gene_7028",1256.26961302571,-0.367738132361304,0.0941057246159321,-3.90771266957596,9.31740176772176e-05,0.000481988203735409
"gene_8402",3.97656277940304,-5.19286451966768,1.32917911030774,-3.90682074326716,9.35184788428685e-05,0.0004835255223084
"gene_8213",233.429952137925,-0.674322545955527,0.172622522168011,-3.90634163773381,9.37040051439947e-05,0.00048423994977647
"gene_1119",57314.087923279,0.386098035384917,0.0988708714129918,3.90507365685241,9.4196690045811e-05,0.000486540176312378
"gene_8888",488.148138547681,-0.384274095338803,0.0984262947368506,-3.90418125934931,9.45449044069358e-05,0.000488092245012485
"gene_662",1037.76554513213,0.490643269608203,0.125689760542504,3.90360573121058,9.47701204274984e-05,0.000489008083558036
"gene_4008",951.163107248932,0.951493293501513,0.24383331242961,3.90222846919733,9.53111299414986e-05,0.000491551651997835
"gene_2118",424.39864179469,-0.58770648881118,0.150663103641617,-3.90079903178659,9.58757181276302e-05,0.000494214198231489
"gene_1425",4423.88696564241,0.625393724951237,0.160438730580593,3.89802214644852,9.69815489598626e-05,0.000499662620258194
"gene_1646",1341.49915927115,-0.510467645901207,0.131049201867548,-3.89523658768359,9.81029252785487e-05,0.000504931362266592
"gene_6789",451.712998425582,0.806414399165862,0.207021507214929,3.89531701326396,9.80703776163748e-05,0.000504931362266592
"gene_696",58.9590149074657,0.955735730148771,0.245565993789637,3.89197101520294,9.94331262309065e-05,0.000511520413462515
"gene_4149",512.666238444356,0.669213432794048,0.17196070045183,3.89166496202723,9.95586630653407e-05,0.000511908721553162
"gene_8768",94.9204253043453,-1.07132597725819,0.275319607541117,-3.89120842800198,9.97462021932483e-05,0.000512615281321784
"gene_1019",954.795768723159,1.07903128547321,0.277335566592941,3.89070647782062,9.99527826585634e-05,0.000513418939351646
"gene_568",1330.3201383163,1.06069798038602,0.272673584382987,3.88999170119906,0.000100247650212141,0.000514426605682206
"gene_9006",268.928885257107,0.766440352273022,0.197029022383265,3.88998708414706,0.000100249557555944,0.000514426605682206
"gene_2516",44.3697127803981,-1.33103508160084,0.34219145320287,-3.8897379497428,0.000100352527927233,0.000514572494664219
"gene_3776",70471.8115450772,-0.395324712661449,0.101634385012593,-3.88967486360511,0.000100378618055648,0.000514572494664219
"gene_12145",142.462885096103,-0.918686964757813,0.236284912620261,-3.88804750404972,0.00010105385179193,0.000517774419977992
"gene_10815",330.10561068469,-0.702540394793168,0.18074264585299,-3.88696531179803,0.000101505252622595,0.000519826849559981
"gene_9025",1158.93212573795,1.12266952808111,0.288852171261245,3.8866577432293,0.000101633891632257,0.000520225129991537
"gene_625",1166.52643184753,0.324426613041384,0.0834769991162824,3.88641921099082,0.000101733762473716,0.000520475832325508
"gene_8840",57.3679543215025,1.79962975816204,0.463223649901949,3.8850126899673,0.000102324543502928,0.000523236553202223
"gene_11497",22.8867780550706,1.66946443913447,0.429804354865339,3.88424272633889,0.000102649321329115,0.000524634987122868
"gene_519",2185.53158844607,0.714795999428971,0.184048042078176,3.88374682695813,0.000102859011151577,0.000525444109414172
"gene_680",174.775869811892,0.621144572680518,0.160029773919576,3.88143129535806,0.000103843490316484,0.000530021547971784
"gene_5401",2128.63490301609,1.28615157283828,0.331363173696524,3.88139562550241,0.000103858725152582,0.000530021547971784
"gene_1705",8898.74630654859,0.974379705286131,0.251172994029759,3.87931715768252,0.000104750104302484,0.000534303898604243
"gene_8495",69.4521320438961,0.87691175331073,0.226076359026904,3.87882995411463,0.000104960090180067,0.000534919893076004
"gene_8773",13536.0874989365,-0.362868337917151,0.0935518388541763,-3.87879428519594,0.000104975479163346,0.000534919893076004
"gene_10188",22.6283853022497,1.43408367033851,0.369924081479931,3.87669725258564,0.000105883973774262,0.000539280577584354
"gene_7000",83.8624053182452,-1.1291923374236,0.291557924023492,-3.87296054876773,0.000107521237626331,0.00054734678805599
"gene_6626",3014.2040616295,0.321252252086882,0.0829619835874035,3.87228267931216,0.000107820799155944,0.000548598663168078
"gene_10563",241.606285656347,0.777283920667324,0.200817290161531,3.87060257631253,0.000108566662158858,0.000552118972600022
"gene_1252",2531.60519979228,0.972106076475896,0.251165092436511,3.87038687201974,0.000108662773536565,0.00055233309391573
"gene_3998",462.047745272045,0.626040991265653,0.161772039538133,3.86989613936396,0.000108881728468812,0.000553171106334099
"gene_11664",128.338459999126,-0.914539732511476,0.236351624016516,-3.86940320937914,0.000109102082814307,0.000554015392721904
"gene_3394",173.197431817407,-0.603383840483246,0.155942815286071,-3.86926348210631,0.000109164621550191,0.00055404518971986
"gene_12152",134.796040483543,1.86293156093819,0.481483655934564,3.86914807590349,0.000109216300232252,0.00055404518971986
"gene_10850",19.2784795174943,2.07560664300751,0.536518847435068,3.86865559883004,0.00010943709006413,0.000554889995084708
"gene_10762",490.365842594406,1.03034734456184,0.266390926969175,3.86780194162195,0.000109820803939427,0.00055655964414694
"gene_1882",695.931752431696,-0.624812823033273,0.161548472414848,-3.86764921817884,0.00010988958593948,0.000556632389996565
"gene_6673",355.649949404071,0.654844997240897,0.169371800104842,3.86631657002845,0.000110491497147452,0.000559404228379697
"gene_9519",585.987093801712,0.943655642989799,0.244122826879385,3.86549531255443,0.000110863978365545,0.000561012323970525
"gene_8374",212.527170005319,-0.82387368721381,0.2131837935413,-3.86461688071145,0.000111263701994482,0.000562756617357849
"gene_9488",1885.47610146124,0.376564762527724,0.0974834599460363,3.86285799392203,0.000112068159875966,0.000566545264978499
"gene_7360",350.753223848474,-0.487829905260737,0.126366521895932,-3.86043627648853,0.000113184756130233,0.000571907362126431
"gene_8154",1635.6176585619,-0.33800018973038,0.0875906985937839,-3.85885938982985,0.000113917453228659,0.00057532533045407
"gene_4768",152.329742192714,0.918312483569725,0.238158257314696,3.8558918507549,0.000115308461273049,0.000582062997748998
"gene_916",587.483673550951,0.584696196978002,0.151687845218285,3.85460150835816,0.000115918281554948,0.000584852622329773
"gene_1819",152.123907356671,0.631678526019517,0.163928157806505,3.85338635211851,0.000116495348401273,0.00058747432352062
"gene_6692",1734.49236307441,-0.331519593590646,0.0860462435972262,-3.85280727817074,0.000116771297596121,0.00058857568285635
"gene_4214",901.711124875816,0.960689622484232,0.249400088372015,3.85200193293929,0.000117156097982293,0.000590224341903898
"gene_6367",745.904820653605,-0.465443655623479,0.120947563298496,-3.84830948991318,0.000118935737069904,0.000598895018716845
"gene_5963",1884.29173010976,0.265153950144254,0.0689101914378136,3.84781909049746,0.000119174002395729,0.000599799469734803
"gene_996",493.543716315865,1.66915238356423,0.433898543475587,3.84687252046086,0.000119635175989562,0.000601824370312471
"gene_4794",130.204953586723,1.18228418415074,0.30737401123555,3.8464025614863,0.000119864766944821,0.000602682876865626
"gene_9624",48290.7066168313,-0.458775538414869,0.119299846932207,-3.84556686544261,0.000120274059454265,0.000604146761315704
"gene_11987",2153.1211551585,0.755086006432029,0.19634834275947,3.8456449177013,0.000120235776674571,0.000604146761315704
"gene_7449",1946.57545503166,-0.32771489592754,0.0852234758072399,-3.84535942501069,0.00012037585992964,0.000604361276141596
"gene_3296",34.830608069263,2.49194505315953,0.648126020120102,3.84484648941846,0.000120627929718159,0.000605238940655559
"gene_8192",216.152965315679,0.999960621934574,0.260083816966371,3.84476294449289,0.000120669032951666,0.000605238940655559
"gene_359",1277.0793606559,1.03166912397242,0.268436721197168,3.84324886465386,0.000121416236556589,0.000608187679879646
"gene_4942",1858.57465125766,-0.364251483783463,0.0947779222477612,-3.84321026611308,0.000121435341968734,0.000608187679879646
"gene_10820",452.211180644255,1.03029561413744,0.268080368912211,3.84323409549928,0.000121423546622169,0.000608187679879646
"gene_1679",782.604025245665,0.445497944334502,0.115930140630939,3.84281380070723,0.000121631747598541,0.000608873168228234
"gene_367",1888.52902245003,1.19551922279884,0.311188858166956,3.84178029329517,0.000122145147353465,0.00061084519412415
"gene_7778",414.723679391494,-0.673735183441081,0.175365603705783,-3.84188899763622,0.000122091051965021,0.00061084519412415
"gene_4320",40.3892374879576,1.30054041820408,0.338548490725649,3.84151887789097,0.000122275330063476,0.000611197360977111
"gene_6985",290.904685100323,-0.516536568417855,0.134508711616081,-3.84017185364299,0.000122948213141393,0.000614260564629712
"gene_10995",286.038173088686,1.03669429281202,0.269996707223523,3.8396553182916,0.000123207164343639,0.000615253744991402
"gene_3112",575.240536272707,-0.938533913343888,0.24449745463356,-3.83862447464132,0.000123725487958469,0.000617540539458888
"gene_5233",454.735343664414,-0.643984794801739,0.167855170973018,-3.83655022999117,0.000124774684955915,0.000622473513680068
"gene_8387",670.627962766,-0.52796348908329,0.137673982033787,-3.8348820981565,0.000125624540075957,0.000626407689593763
"gene_4416",43.8018299906421,1.09653600777158,0.286059342506136,3.83324661996683,0.000126463054019103,0.000630281507530881
"gene_9346",1140.32143547378,0.324474615365797,0.0846550159716358,3.83290477996619,0.000126638981544971,0.000630850883711844
"gene_4378",1204.59567015973,0.289547176512244,0.0756198349800987,3.82898450635929,0.000128673106448284,0.000640671791454043
"gene_5794",199.05808474263,-0.844733346675632,0.220830372587561,-3.82525889341009,0.000130634730944222,0.000650122332538469
"gene_956",922.139930555658,0.391082200531017,0.102247745047746,3.82484914800221,0.000130852183545467,0.000650887782645666
"gene_9302",125.64972364907,-1.64063368475203,0.42908874836633,-3.82352995970744,0.000131554598224557,0.000654063624716845
"gene_7368",135.29025109075,1.02714927849774,0.268647465976347,3.82340951836178,0.000131618905089404,0.000654065375291222
"gene_10489",217.571635886562,-0.707123000828209,0.185005732783581,-3.82216804954578,0.000132283487070969,0.000657048675218455
"gene_1138",2902.72947655793,0.382024850062288,0.0999943026691269,3.82046616522121,0.00013319967791937,0.000661278206835629
"gene_6106",658.87583439876,0.622314520951052,0.162978214673161,3.81839083339483,0.000134325001241017,0.000666541381703968
"gene_4654",1876.19546578632,-0.489139949843337,0.128239464114441,-3.81427007061436,0.000136586036417625,0.000677432296044155
"gene_767",734.368130844465,-0.607241183687218,0.159265087333431,-3.81277023015046,0.000137417852408103,0.000681227521365813
"gene_7478",101.118255777848,1.49559297996622,0.392318898024851,3.81218694153112,0.000137742632969053,0.000682506738069042
"gene_3491",794.89938739346,0.50850839396131,0.133446014087514,3.81059260134835,0.000138634069833377,0.000686462631089486
"gene_8176",695.879448458384,1.38738049849385,0.364092248959312,3.81051918149703,0.000138675251376834,0.000686462631089486
"gene_9726",1512.94793014922,0.515589921168713,0.135390784271744,3.80816112368377,0.000140004041939721,0.000692705049306978
"gene_4906",17.4812093751833,-2.9339931313945,0.770859624226787,-3.80613154351864,0.000141157326021866,0.000697736091457526
"gene_9487",492.146446788502,0.981555433942692,0.257885892456418,3.80616180510367,0.000141140064726019,0.000697736091457526
"gene_4716",240.672449896265,-0.443103730842321,0.116438370902768,-3.80547861849024,0.000141530240950484,0.000699241436811886
