"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_10254",2817.47405335559,1.56916104393633,0.089745473804236,17.4845702788218,1.87823501846453e-68,1.12992409022569e-65
"gene_4027",3073.61102788438,-1.44239218366738,0.0837162027859846,-17.229546200928,1.59396913004178e-66,9.05640127385402e-64
"gene_3443",1120.98752817869,-2.31513423363343,0.140184449302508,-16.5149147794384,2.86565483301428e-61,1.54247641985458e-58
"gene_4740",1534.59119455685,1.90041975433716,0.115231114470106,16.4922448513693,4.17158302158627e-61,2.13313897808814e-58
"gene_9555",630.16345059554,2.14088249743151,0.130463675694229,16.4097974860769,1.62747408314065e-60,7.92579878489498e-58
"gene_11408",176.491482269623,-3.46245329386001,0.214547202648474,-16.1384219934719,1.36999293147975e-58,6.36859895920153e-56
"gene_6921",675.753818696803,-3.0918511729316,0.196308885591352,-15.7499298292985,6.87575664924341e-56,3.05732014138315e-53
"gene_8032",51323.7569186163,-1.50256249393357,0.0966683227774524,-15.5434836434758,1.76142509493454e-54,7.50587268578979e-52
"gene_3085",6345.99909945347,-1.20333448455502,0.078673859126711,-15.2952263675911,8.22742590829834e-53,3.36567539056668e-50
"gene_1231",3947.18185132324,-1.19307454480398,0.0785561778457307,-15.1875330180518,4.27716176470934e-52,1.68240512952625e-49
"gene_2491",1421.80659269127,2.99673301653196,0.199095525761619,15.0517346136648,3.36299330759686e-51,1.27382713173308e-48
"gene_1128",85622.8776564427,-0.896839614864403,0.0596526097378311,-15.0343734969174,4.37164677316925e-51,1.59674398390007e-48
