gene_id,SRR10229797,SRR10229798,SRR10229799,SRR10229800,SRR10229801,SRR10229802,SRR10229803,SRR10229804,SRR10229805
gene_4075,5,6,6,3,5,6,48,14,23
gene_4068,176,72,353,162,376,98,1223,727,568
gene_4069,35,19,26,30,31,9,183,97,99
gene_4077,0,0,0,0,0,0,0,4,4
gene_4079,33,15,32,16,48,15,76,63,80
gene_4080,6,3,0,0,6,0,45,31,52
gene_4081,11,0,11,6,23,3,99,32,37
gene_4082,0,0,0,0,0,0,0,0,0
gene_4084,90,36,102,50,193,58,1203,843,730
gene_4085,11,4,11,4,3,0,12,29,55
gene_4086,79,50,76,48,124,33,710,567,580
gene_4087,33,24,28,15,39,6,246,150,156
gene_4089,334,123,325,118,320,116,1657,1165,1140
gene_4092,54,29,171,28,172,69,1065,722,611
gene_4091,2067,909,2374,1121,2216,734,9909,6959,7076
gene_4093,201,93,264,118,348,121,2266,973,1187
gene_4098,2,3,0,0,0,0,3,0,0
gene_4099,21,0,26,9,11,9,95,69,72
gene_4103,20,7,30,12,13,1,130,114,108
gene_4109,424,145,386,174,500,190,2004,1628,1593
gene_4110,126,78,142,20,127,32,678,421,429
gene_4111,50,22,45,17,34,12,163,101,174
gene_4115,567,282,559,250,454,169,1731,1117,1197
gene_4116,3636,1540,5000,1939,6502,2164,20299,13649,15630
gene_4117,2497,995,3395,1353,3989,1370,13748,9030,10238
gene_4118,2800,1399,2579,1144,3140,933,7712,5129,5781
gene_4119,1040,479,1413,531,1431,507,8028,5683,6302
gene_4121,10,5,9,3,2,0,75,45,45
gene_4122,19,17,28,23,34,29,130,83,132
gene_4120,905,364,1235,468,2144,687,4666,3522,3745
gene_4124,101,61,76,62,96,14,823,498,591
gene_4128,0,0,0,0,0,0,0,0,0
gene_4129,28,18,12,6,9,8,102,52,45
gene_4132,53,18,34,8,51,17,228,229,159
gene_4133,25,0,21,4,10,0,97,69,74
gene_4135,23,12,24,19,24,10,69,54,46
gene_4136,131,74,138,69,123,41,836,592,634
gene_4137,20,8,24,19,20,22,250,144,163
gene_4138,27,10,8,0,8,0,107,97,69
gene_4140,5,6,0,8,0,0,39,55,24
gene_4143,90,28,91,43,87,34,335,265,283
gene_4144,11,5,4,1,6,4,18,30,23
gene_4146,12,4,0,0,0,0,7,12,4
gene_4149,412,161,544,208,680,234,1714,982,913
gene_4152,250,72,204,68,123,15,818,491,397
gene_4155,38,15,45,28,86,35,170,155,159
gene_4156,112,12,166,63,123,55,586,499,460
gene_4159,13,9,10,13,23,0,56,50,32
gene_4160,116,52,63,53,69,17,783,476,563
gene_4161,77,21,47,32,38,13,262,234,199
gene_4164,76,43,79,25,155,34,666,410,354
gene_4166,108,52,77,64,51,8,253,210,262
gene_4167,0,7,35,13,50,12,131,0,67
gene_4168,21,0,23,8,29,21,157,117,115
gene_4169,17,10,36,23,38,9,176,157,143
gene_4171,9,9,29,6,52,13,132,95,63
gene_4172,20,2,11,7,29,8,71,72,65
gene_4180,0,0,0,0,0,0,0,4,0
gene_4176,882,338,1182,468,1647,642,5317,3463,4421
gene_4177,4,0,0,0,3,4,0,4,0
gene_4182,36,8,22,14,9,0,158,131,139
gene_4183,35,15,58,16,40,18,154,92,105
gene_4184,10,14,37,6,37,21,171,153,129
gene_4185,9,12,15,7,31,5,102,57,63
gene_4186,10,3,4,0,0,0,15,0,5
gene_4219,5,3,11,4,12,13,106,69,70
gene_4220,31,7,26,7,21,3,166,163,148
gene_4222,1089,472,737,300,414,180,1586,943,1010
gene_4223,79,28,91,26,144,59,696,344,365
gene_4226,440,151,368,137,516,197,1578,830,1058
gene_4191,0,0,0,0,0,0,0,0,0
gene_4192,0,0,0,0,0,0,0,0,0
gene_4193,0,0,0,0,0,0,0,0,0
gene_4195,0,0,0,0,0,0,0,0,0
gene_4196,0,0,0,0,0,0,0,0,0
gene_4197,0,0,0,0,0,0,0,3,0
gene_4198,0,0,0,0,0,0,7,5,4
gene_4201,0,0,0,0,0,0,0,4,0
gene_4202,0,0,0,0,0,0,24,14,28
gene_4205,0,0,0,4,18,3,63,30,41
gene_4206,0,0,7,0,0,0,38,15,8
gene_4207,0,0,0,0,0,0,4,0,0
gene_4208,0,0,0,0,0,0,9,5,6
gene_4210,0,0,0,0,4,0,8,7,0
gene_4189,595,321,828,334,874,273,4150,2391,2633
gene_4190,5,0,0,8,0,0,14,3,4
gene_4194,204,81,147,58,123,32,961,657,554
gene_4199,441,183,558,188,542,159,3660,2463,2571
gene_4200,1861,791,1791,783,1432,468,10275,6078,6554
gene_4203,23,34,47,25,25,16,229,116,128
gene_4204,164,98,227,98,274,86,1212,786,1001
gene_4209,26,10,12,6,11,0,135,87,109
gene_4211,85,29,95,48,172,54,295,111,169
gene_4212,205,80,285,87,209,63,1451,823,989
gene_4213,6,9,10,4,44,5,114,84,88
gene_4214,1047,585,949,401,694,240,2352,1471,1524
gene_4215,384,168,427,183,412,167,1628,948,1185
gene_4216,36,18,34,22,91,14,307,193,196
gene_4217,14,0,24,12,19,3,75,51,63
gene_4218,11008,4557,12837,4982,18915,6100,52935,29372,33485
gene_4232,10,0,0,4,4,8,43,10,14
gene_4233,0,0,0,0,3,0,13,0,0
gene_4234,58,47,69,27,64,27,435,235,267
gene_4238,66,28,87,24,56,16,369,192,264
gene_4239,4,0,5,3,7,4,29,19,11
gene_4227,42,26,38,19,51,3,58,50,40
gene_4228,5209,2276,4112,1713,1757,657,4806,3458,3079
gene_4229,1073,591,1058,455,995,261,3889,2744,2396
gene_4230,1407,693,1465,609,1425,498,8084,4335,5414
gene_4231,1105,479,873,365,859,280,2286,1550,1449
gene_4240,518,196,592,256,998,292,2143,1340,1456
gene_4241,2441,1091,3364,1319,3303,1180,14025,8487,10043
gene_4321,20,19,27,9,11,8,150,76,84
gene_4322,0,0,0,0,0,0,8,13,10
gene_4244,0,0,0,0,0,0,3,0,0
gene_4246,0,0,0,0,0,0,0,3,0
gene_4247,0,0,0,0,5,0,51,77,60
gene_4249,0,0,0,0,0,0,0,0,0
gene_4250,0,0,0,0,0,0,0,0,0
gene_4251,0,0,0,0,0,0,0,0,0
gene_4252,0,0,0,0,0,0,0,0,0
gene_4253,0,0,0,0,0,0,0,0,0
gene_4254,0,0,0,0,0,0,0,0,0
gene_4255,0,0,0,0,0,0,4,17,8
gene_4257,0,0,0,0,4,0,0,0,0
gene_4258,0,0,0,2,0,0,0,0,0
gene_4259,0,0,0,0,0,0,8,4,0
gene_4263,0,0,0,0,0,0,0,0,0
gene_4264,0,0,0,0,0,0,8,0,0
gene_4265,0,0,0,0,0,0,0,0,0
gene_4266,0,0,0,0,0,0,0,0,0
gene_4270,0,0,0,0,0,0,10,0,10
gene_4274,0,0,15,3,4,6,79,31,28
gene_4275,0,0,0,0,0,0,22,3,8
gene_4277,0,3,6,0,0,0,25,11,8
gene_4278,0,0,4,0,0,2,7,4,3
gene_4279,0,0,0,0,0,0,0,0,0
gene_4280,0,0,0,0,0,0,0,0,0
gene_4282,0,0,0,0,0,0,0,0,0
gene_4283,0,0,0,0,0,0,0,0,0
gene_4285,0,0,5,0,16,6,78,32,24
gene_4286,0,0,0,0,0,0,3,0,0
gene_4287,0,0,0,0,0,0,6,0,0
gene_4288,0,0,0,0,0,0,0,0,0
gene_4291,0,0,0,0,0,0,0,10,4
gene_4292,0,0,0,0,0,0,0,4,0
gene_4293,0,0,0,0,0,0,0,0,0
gene_4295,0,0,0,0,0,0,0,0,0
gene_4296,0,0,0,0,0,0,0,10,0
gene_4297,0,0,0,0,0,0,0,0,4
gene_4303,0,0,0,0,0,0,0,0,0
gene_4304,0,0,0,0,0,0,0,0,0
gene_4305,0,0,0,0,0,0,6,0,4
gene_4307,0,0,0,0,0,0,0,0,0
gene_4309,0,0,0,0,0,0,0,0,0
gene_4310,0,0,0,0,0,0,0,8,0
gene_4311,0,0,0,0,0,0,3,3,0
gene_4312,0,0,0,0,0,0,0,0,0
gene_4313,0,0,0,0,0,0,0,0,0
gene_4315,0,3,4,9,10,3,3,28,10
gene_4242,674,261,743,297,1157,317,3979,2267,1985
gene_4243,400,173,299,101,377,127,3638,1971,2158
gene_4245,7,0,12,0,0,0,4,6,0
gene_4248,4,13,27,0,8,6,64,19,39
gene_4256,89,38,113,28,41,28,708,447,535
gene_4260,41,11,13,4,6,0,141,100,88
gene_4261,1,1,1,1,0,0,1,1,1
gene_4262,12,0,5,0,0,0,10,7,19
gene_4267,3,10,12,9,0,0,48,25,26
gene_4268,113,52,146,45,139,49,1083,639,656
gene_4269,22,5,8,3,32,9,294,143,155
gene_4271,331,142,259,134,324,132,3753,2520,2602
gene_4272,36,10,41,21,40,15,368,443,397
gene_4273,1229,527,1525,551,1522,530,8440,5537,5948
gene_4276,133,77,212,76,295,86,1732,1252,1266
gene_4284,9,0,7,0,7,0,45,53,66
gene_4289,3,0,0,0,0,0,22,5,19
gene_4290,38,13,45,29,48,19,447,293,387
gene_4294,24,19,32,23,51,21,522,336,280
gene_4298,13,0,8,0,8,0,43,38,50
gene_4299,19,7,23,9,8,0,68,45,74
gene_4300,18,0,17,12,21,3,66,34,48
gene_4301,16,2,18,23,12,5,282,122,184
gene_4302,6,0,0,0,0,0,0,0,0
gene_4306,235,129,268,122,449,138,1752,1238,1351
gene_4308,3,0,0,0,0,0,0,0,0
gene_4314,115,91,215,63,190,44,726,588,600
gene_4316,5,0,18,8,4,0,29,6,40
gene_4317,15,9,24,5,53,9,164,120,202
gene_4318,11,5,4,6,16,1,13,17,9
gene_4319,270,119,361,176,703,194,1376,858,980
gene_4320,57,18,44,12,57,14,58,62,72
gene_4324,13,9,2,4,15,0,37,6,8
gene_4328,41,13,30,14,22,3,117,62,80
gene_4330,121,44,114,36,172,64,794,518,685
gene_4323,2970,1161,3738,1450,5932,2075,15085,8449,10400
gene_4338,111,55,184,89,230,72,894,419,544
gene_4333,590,292,1008,352,2240,894,2455,1330,1825
gene_4334,456,264,501,280,578,182,1853,1119,1207
gene_4335,143,75,110,71,140,68,540,512,416
gene_4336,5,2,11,0,2,4,28,21,18
gene_4337,2678,1194,3113,1319,3415,1160,18798,10985,13446
gene_4339,807,349,968,320,1155,415,3307,2182,2446
gene_4340,8,9,12,7,31,4,17,16,25
gene_4341,729,302,763,288,639,206,3438,2407,2543
gene_4342,68,21,60,28,50,19,140,126,133
gene_4344,44,25,82,39,88,29,325,200,267
gene_4345,13,6,21,0,35,8,84,55,35
gene_4346,16,6,15,6,25,12,92,69,68
gene_4348,19,4,24,5,78,0,215,104,108
gene_4349,0,0,12,6,0,4,20,26,8
gene_4350,261,110,487,179,565,178,2086,1280,1601
gene_4351,40,19,15,15,24,3,158,173,155
gene_4354,6,2,0,0,17,3,17,17,4
gene_4352,86,33,76,32,49,14,357,340,196
gene_4357,31,8,62,27,93,19,231,174,178
gene_4356,789,331,941,333,1356,409,2325,1623,1734
gene_4360,49,14,87,31,61,39,346,239,279
gene_4364,145,55,175,93,249,76,1602,741,994
gene_4365,21,13,27,20,63,19,283,172,268
gene_4361,7990,3495,9173,3884,10316,3402,33973,24662,28777
gene_3492,0,0,4,0,6,6,40,27,21
gene_3493,0,5,14,4,8,0,6,18,4
gene_3495,0,0,0,0,0,0,5,5,8
gene_3498,0,0,0,0,0,2,26,30,6
gene_3499,0,0,0,0,0,0,0,0,0
gene_3500,0,0,0,0,0,0,0,0,0
gene_3501,0,0,0,0,0,0,0,0,0
gene_3502,0,0,0,0,0,0,0,0,0
gene_3503,0,0,0,0,0,0,16,0,21
gene_3504,0,0,0,0,0,0,0,0,0
gene_3507,0,0,0,0,0,0,0,4,0
gene_3508,0,0,0,0,0,0,0,0,0
gene_3510,0,0,0,0,0,0,7,0,0
gene_3527,0,0,0,0,10,0,25,8,20
gene_3531,0,0,0,0,0,0,0,0,0
gene_3532,0,3,0,0,0,0,53,25,7
gene_3536,0,0,0,0,0,0,0,0,0
gene_3539,0,0,0,0,0,3,27,5,4
gene_3540,0,0,0,0,3,0,19,12,4
gene_3541,0,0,4,0,6,4,12,4,0
gene_3542,0,0,3,0,0,0,0,3,0
gene_3544,0,0,0,6,0,0,6,0,2
gene_3545,0,0,0,0,0,0,0,0,0
gene_3550,0,0,0,0,0,0,13,20,0
gene_3552,0,0,0,0,0,0,0,0,0
gene_3553,0,0,0,0,0,0,0,0,0
gene_3555,0,0,0,0,0,0,0,0,0
gene_3571,0,0,2,0,0,0,20,2,6
gene_3582,0,0,0,0,0,0,0,0,0
gene_3583,0,0,0,0,0,0,0,0,0
gene_3584,0,0,0,0,0,0,0,0,0
gene_3585,0,0,0,0,0,0,0,0,0
gene_3586,0,0,0,0,0,0,0,0,0
gene_3587,0,0,0,0,0,0,0,0,0
gene_3601,0,0,0,0,0,0,0,0,0
gene_3606,0,7,10,3,9,0,39,36,25
gene_3609,0,0,0,0,0,0,0,0,0
gene_3616,0,0,6,9,3,0,0,0,8
gene_3617,0,0,0,0,0,0,6,0,0
gene_3618,0,0,5,0,0,0,0,0,6
gene_3619,0,0,5,7,6,0,19,6,8
gene_3620,0,0,16,0,18,11,65,27,32
gene_3621,0,0,2,0,0,0,0,0,0
gene_3626,0,4,4,0,4,0,156,111,60
gene_3629,0,0,0,0,0,0,0,0,0
gene_3630,0,0,0,0,0,0,0,0,0
gene_3639,0,0,0,0,0,0,0,0,2
gene_3642,0,0,2,0,0,0,9,0,3
gene_3645,0,0,0,0,0,0,0,0,0
gene_3646,0,0,0,0,0,0,0,0,0
gene_3651,0,0,0,0,0,0,3,0,0
gene_3652,0,3,0,0,0,0,9,15,0
gene_3667,0,3,0,6,3,3,71,24,39
gene_3671,0,0,3,0,8,0,28,20,20
gene_3681,0,0,0,0,0,0,0,0,0
gene_3739,0,0,0,0,4,0,19,12,11
gene_3749,0,0,16,0,13,0,99,80,64
gene_3815,0,0,0,0,0,0,17,9,6
gene_3824,0,0,4,2,11,0,34,16,9
gene_3833,0,4,4,0,0,0,13,0,15
gene_3879,0,0,0,3,13,0,26,16,5
gene_3887,0,4,4,9,7,0,18,11,0
gene_3891,0,0,0,0,14,0,22,9,3
gene_3929,0,0,0,0,0,0,0,3,0
gene_3946,0,0,0,0,1,5,0,0,3
gene_3965,0,0,13,6,17,9,69,32,34
gene_3969,0,0,2,0,0,0,16,12,16
gene_3972,0,3,3,0,5,3,15,6,10
gene_3982,0,0,0,0,6,4,16,4,17
gene_3983,0,0,0,0,0,0,0,0,0
gene_3992,0,0,8,0,6,0,25,17,20
gene_4018,0,0,0,0,0,0,0,0,0
gene_4019,0,0,0,0,0,0,0,0,4
gene_4032,0,0,0,0,0,0,0,0,0
gene_4033,0,0,0,0,0,0,12,3,14
gene_4042,0,3,0,0,0,0,0,6,3
gene_4046,0,0,0,0,0,0,0,0,0
gene_4047,0,0,0,0,0,0,0,6,0
gene_4048,0,0,0,0,0,0,0,0,3
gene_4053,0,0,0,6,10,0,19,4,25
gene_3490,9,3,9,2,29,10,40,32,52
gene_3491,847,333,686,348,815,269,2273,1761,1840
gene_3496,50,37,29,13,57,10,256,90,134
gene_3497,12,5,26,17,21,9,223,115,158
gene_3505,4,4,6,0,5,0,38,13,21
gene_3506,10,8,6,0,9,0,55,32,23
gene_3509,31,0,31,8,11,0,133,118,172
gene_3511,480,245,507,177,695,229,3163,2103,1773
gene_3512,862,403,806,334,1080,357,11735,4369,5235
gene_3513,214,79,298,115,449,158,2274,1165,1488
gene_3515,208,84,194,75,285,115,830,460,624
gene_3516,95,42,90,31,155,55,325,356,296
gene_3517,3278,1361,3052,1271,3721,1198,12287,9254,10262
gene_3518,324,150,502,196,726,226,1800,1035,1315
gene_3519,702,316,824,288,713,247,3388,2023,2266
gene_3520,274,110,265,88,96,42,347,294,189
gene_3521,79,41,54,44,58,14,163,156,88
gene_3522,5605,2697,6248,2380,7253,2404,26260,18613,19667
gene_3523,3404,1182,3558,1382,3416,948,21966,13451,12993
gene_3524,329,134,350,101,309,84,2730,1880,1622
gene_3525,2090,988,1865,809,2032,659,4906,3683,3459
gene_3526,28,20,20,3,37,8,163,108,79
gene_3528,856,396,790,314,777,251,4854,3658,3550
gene_3529,43,16,76,41,105,35,614,366,432
gene_3530,12,8,15,7,17,0,343,217,230
gene_3533,21,16,20,4,26,10,47,15,13
gene_3534,289,105,258,141,218,60,1110,813,557
gene_3537,25,15,24,16,14,6,88,78,86
gene_3538,84,55,112,45,39,12,186,169,108
gene_3543,46,35,69,26,96,17,310,336,226
gene_3546,13,12,30,0,17,6,141,90,78
gene_3547,61,17,49,18,37,7,335,173,205
gene_3548,341,150,512,223,634,220,2430,1408,1596
gene_3549,51,28,36,12,39,24,140,99,99
gene_3551,279,94,261,94,503,180,1353,754,1044
gene_3554,21,8,22,15,23,19,70,55,43
gene_3556,93,44,78,45,79,23,456,322,310
gene_3557,11654,5387,10312,4467,11119,4049,20231,16198,14729
gene_3558,3641,1633,4183,1668,4761,1471,18548,12924,13554
gene_3559,117,46,120,29,20,5,130,98,78
gene_3560,9,0,7,0,0,0,6,5,4
gene_3561,1597,681,1347,503,1229,500,3677,2526,2656
gene_3562,819,393,1062,454,1128,343,6350,3748,4213
gene_3563,2379,1151,2226,963,3001,1170,6174,4089,4206
gene_3564,2169,1045,2145,917,3464,1339,6605,6455,3981
gene_3565,221,146,230,97,393,141,675,493,444
gene_3566,272,115,239,68,262,88,776,416,520
gene_3567,1733,761,1545,651,2161,713,3013,2650,1978
gene_3568,105,44,125,65,167,47,576,491,456
gene_3570,172,102,191,83,161,64,373,355,315
gene_3572,602,263,710,262,1069,381,2720,1973,2401
gene_3573,310,138,256,128,439,151,1349,1021,946
gene_3574,1541,790,1268,620,2496,1000,2245,3616,1435
gene_3575,1314,656,914,444,754,283,1981,1428,1400
gene_3576,484,271,589,221,415,138,2366,1757,1876
gene_3577,1614,614,1989,892,2485,840,10699,6698,7473
gene_3578,15,3,14,20,59,13,200,127,119
gene_3579,1173,497,1029,394,891,266,5203,2913,3588
gene_3580,8,3,16,0,18,5,42,34,38
gene_3581,349,120,336,138,277,81,1479,954,1056
gene_3588,9,0,23,20,22,0,139,89,58
gene_3589,924,432,683,265,767,260,2254,1173,1439
gene_3590,161,45,153,74,183,82,801,552,475
gene_3591,2766,1351,2917,1189,2642,967,18581,19542,12271
gene_3592,2483,1117,2298,1013,2610,958,12638,8287,8586
gene_3593,5,8,0,10,13,0,55,33,27
gene_3594,1731,809,2046,842,2890,1016,10709,6509,8162
gene_3595,2993,1439,3154,1299,700,268,4162,3221,2900
gene_3597,406,166,523,262,701,287,4155,2763,2788
gene_3598,150,78,131,78,157,67,427,323,274
gene_3599,3,7,9,8,39,7,76,49,37
gene_3602,8,0,0,0,10,0,13,0,15
gene_3603,226,78,197,72,158,68,1634,831,765
gene_3604,440,161,508,179,594,177,3025,1689,1808
gene_3605,7,9,8,0,0,0,35,0,18
gene_3607,193,109,154,78,182,48,253,151,139
gene_3608,96,50,117,57,170,74,489,279,274
gene_3610,3,0,6,0,6,5,21,7,11
gene_3611,17,0,7,0,11,0,114,43,50
gene_3612,188,79,116,44,86,35,921,563,654
gene_3613,19,12,9,6,13,6,98,79,55
gene_3614,54,17,53,38,52,5,229,129,218
gene_3615,99,52,152,45,191,38,546,349,375
gene_3622,1340,571,1302,544,2007,750,3723,2658,2549
gene_3623,452,134,443,157,399,69,1620,1090,1154
gene_3624,1938,881,1668,719,1926,770,6758,4146,4548
gene_3625,1263,557,1646,679,1888,689,5856,4210,4095
gene_3627,1084,541,998,471,1326,514,3972,2521,2400
gene_3628,87,36,60,42,141,72,775,572,519
gene_3632,77,43,64,33,146,41,394,235,220
gene_3633,18,28,39,14,57,23,92,67,45
gene_3634,14,0,10,4,7,3,71,23,46
gene_3635,10,10,11,0,4,13,132,75,103
gene_3636,43,18,25,23,50,14,372,220,280
gene_3637,246,119,207,52,226,62,1134,881,681
gene_3638,36,24,41,28,54,25,150,104,76
gene_3640,56,10,50,16,73,24,218,169,164
gene_3641,8,0,4,0,14,10,69,34,28
gene_3643,8,0,14,13,41,9,115,87,74
gene_3644,41,7,0,0,22,0,83,42,26
gene_3647,187,74,230,79,271,88,666,290,429
gene_3648,6,0,6,0,0,0,13,15,12
gene_3649,7,0,6,0,0,4,40,29,25
gene_3650,11193,5083,12868,4965,16525,5688,72108,39431,50970
gene_3653,2072,968,3106,1171,3821,1209,16601,9452,12709
gene_3655,630,297,868,372,1128,322,5215,3520,4189
gene_3656,672,230,608,242,1127,391,12484,3369,2868
gene_3657,73,44,47,26,106,35,591,178,167
gene_3658,192,49,247,97,261,101,1700,1283,1073
gene_3659,180,86,208,57,208,43,604,365,250
gene_3660,20,9,15,4,22,0,116,69,53
gene_3661,11,4,5,12,0,8,22,39,20
gene_3662,510,221,348,158,422,223,820,480,490
gene_3663,2200,1005,2737,1200,3583,1306,9445,6962,6135
gene_3664,274,122,280,99,308,93,1571,689,580
gene_3665,933,433,859,372,806,225,3571,1635,1543
gene_3666,240,90,216,102,314,101,1554,907,1075
gene_3668,25,3,4,9,30,11,123,61,67
gene_3669,52,18,52,27,79,41,125,165,147
gene_3670,8198,3591,7977,3379,6432,2154,22844,17964,16744
gene_3672,14,10,9,3,11,2,117,47,60
gene_3673,531,202,620,220,559,146,2956,1768,2053
gene_3674,810,381,827,321,929,330,4786,2510,3100
gene_3675,362,165,536,247,606,191,572,760,374
gene_3676,97,54,64,37,104,33,188,116,116
gene_3677,6181,2964,5408,2461,4077,1365,16908,11495,11861
gene_3678,1656,704,2216,930,2458,825,15666,8445,10902
gene_3679,68,23,61,27,63,32,325,189,194
gene_3680,19283,8882,19615,8094,17665,5576,117859,81383,80652
gene_3682,169,74,182,40,298,127,363,159,226
gene_3683,1230,540,1074,446,1243,384,3332,1976,2270
gene_3684,5,0,1,0,0,0,2,7,8
gene_3685,658,278,810,341,979,336,6850,4367,5600
gene_3686,276,103,305,139,338,115,1509,991,1027
gene_3687,2292,1088,2292,945,1860,618,11423,7746,8162
gene_3688,2682,1034,2688,1069,3084,1053,19021,10879,12540
gene_3689,281,125,272,120,391,146,1995,1243,1297
gene_3690,108,49,159,58,147,58,1215,589,541
gene_3691,110,90,187,55,180,82,1536,767,841
gene_3692,3866,1852,3743,1502,3520,1224,16431,10880,11231
gene_3693,250,94,299,90,372,115,1682,785,999
gene_3694,20,6,22,9,5,10,45,52,33
gene_3695,51,32,28,11,113,61,826,224,177
gene_3696,9,4,21,4,22,7,46,44,31
gene_3697,190,51,174,82,107,43,674,617,517
gene_3698,253,190,261,117,427,139,1098,553,734
gene_3699,5244,2192,5105,2146,5161,1827,23511,14101,16064
gene_3700,4969,2319,3625,1550,2679,884,10884,8589,6948
gene_3701,352,179,524,199,806,257,2797,1531,1691
gene_3702,735,373,689,310,713,186,4984,4022,3571
gene_3703,546,286,480,241,350,134,2840,1884,1931
gene_3704,577,223,655,239,720,256,5819,3613,3994
gene_3705,2862,1390,2386,1158,1953,542,10029,6705,6893
gene_3706,94,29,99,57,150,58,409,197,267
gene_3707,1834,698,2460,894,2547,796,14314,10384,10005
gene_3708,8216,3735,5142,2338,2007,587,9883,6858,6450
gene_3709,11,5,8,4,18,0,69,50,45
gene_3710,8673,3767,9117,4013,6615,2236,36930,27838,28349
gene_3711,2826,1257,2381,1072,1475,464,7199,4925,5201
gene_3712,5038,1962,6023,2196,6668,2160,32461,19732,22975
gene_3713,345,193,435,170,270,94,2840,1670,1779
gene_3714,959,498,855,350,426,149,2562,1541,1793
gene_3715,177,62,151,54,113,30,371,221,230
gene_3716,1959,995,1342,610,874,292,5797,3604,4002
gene_3717,118,55,158,67,209,61,1434,959,882
gene_3718,230,91,173,85,348,78,1047,526,666
gene_3719,35,9,39,18,47,26,288,131,107
gene_3720,78,26,81,52,90,22,623,220,328
gene_3721,1012,459,1152,414,1402,470,3212,1927,2367
gene_3722,59,26,112,29,178,67,170,119,116
gene_3723,97,42,111,29,82,17,348,213,149
gene_3724,19096,9087,17150,7190,11918,4057,45051,25340,31795
gene_3725,731,249,757,385,924,347,3000,2000,2032
gene_3726,1074,489,938,427,994,341,4124,2883,2841
gene_3727,426,240,471,161,496,215,2950,1672,2421
gene_3728,76,29,82,26,69,24,590,318,330
gene_3729,546,259,495,176,447,137,2250,1436,1498
gene_3730,1082,458,1434,544,1941,543,8741,5017,6449
gene_3731,571,294,698,242,593,247,3031,1682,2049
gene_3732,459,214,411,168,380,164,1455,1152,1045
gene_3733,160,51,224,60,261,63,854,476,470
gene_3734,596,229,340,160,368,125,977,718,502
gene_3735,199,96,196,72,240,96,996,527,733
gene_3736,53,25,75,17,68,12,278,204,231
gene_3737,3023,1394,2517,1066,2135,710,10475,6812,7091
gene_3738,3499,1376,3423,1464,3313,909,19935,12273,14768
gene_3740,48,30,42,14,40,9,185,158,129
gene_3741,539,306,602,277,597,205,2192,1549,1486
gene_3742,428,185,386,188,369,115,1902,1166,1306
gene_3743,547,238,588,256,837,261,2407,1566,1855
gene_3744,166,77,211,74,221,80,448,357,343
gene_3745,3069,1173,3729,1480,5006,1562,18804,11773,12194
gene_3746,15,5,28,12,44,8,80,31,52
gene_3747,19,4,16,4,25,0,58,77,28
gene_3748,561,236,618,242,610,136,2828,1719,1940
gene_3750,3706,1562,4379,1842,4554,1561,15821,9496,10362
gene_3751,466,207,512,246,808,313,1751,1461,1182
gene_3752,12,22,41,10,43,14,213,102,158
gene_3753,212,82,263,121,325,117,1357,682,974
gene_3754,522,243,675,283,879,321,5973,3603,4203
gene_3755,296,125,313,134,371,92,1447,1075,1009
gene_3756,237,130,261,97,210,60,1836,1234,1307
gene_3757,169,63,157,84,217,65,964,497,610
gene_3758,221,126,205,88,164,53,1185,863,656
gene_3759,1000,509,1233,478,1663,537,6843,3581,4698
gene_3760,678,307,614,221,327,83,1467,828,1104
gene_3761,1002,434,1081,389,1072,332,5047,3223,3809
gene_3762,402,157,537,219,741,255,2468,2015,1719
gene_3763,1714,717,1797,732,1947,675,7081,5106,5323
gene_3764,1714,754,1400,583,808,273,3344,1814,2046
gene_3766,17592,7779,18565,7814,24326,8823,91628,55680,69502
gene_3767,3505,1529,3472,1458,3329,1054,13016,8436,9068
gene_3768,1708,769,1544,592,1023,411,5468,3517,3913
gene_3769,8058,3513,8391,3827,10390,3556,61628,41101,45111
gene_3770,76,46,92,31,99,23,796,563,555
gene_3771,894,384,741,319,1111,500,3110,1699,1889
gene_3772,3976,1831,4262,1844,5686,1987,20873,14404,15150
gene_3773,2662,1179,3212,1335,3665,1290,18344,10435,12073
gene_3774,1926,796,1946,944,2668,917,14769,9364,11123
gene_3775,424,252,369,131,462,160,2525,1640,2017
gene_3776,45927,20586,58358,24410,66777,23607,336941,224957,243041
gene_3777,751,322,666,289,934,309,2891,2001,2107
gene_3779,2307,1017,1812,716,1316,500,5322,3874,3683
gene_3780,2577,1144,2620,1050,2592,919,13833,8807,9391
gene_3781,224,110,258,107,269,95,1329,966,907
gene_3782,160,48,176,71,253,93,879,640,543
gene_3783,10,5,17,18,19,0,66,45,39
gene_3784,18,17,28,9,37,35,113,68,98
gene_3785,300,138,359,135,325,103,426,228,384
gene_3788,162,65,139,79,340,121,169,131,166
gene_3789,249,121,176,91,201,91,943,904,942
gene_3790,1,1,11,0,20,12,39,9,17
gene_3791,91,53,99,48,102,0,312,234,279
